case:concept:name,min,max,duration_days
declaration 134125,2018-10-18 09:14:42+00:00,2018-10-25 17:31:41+00:00,7.345127314814815
declaration 134130,2018-10-22 07:37:53+00:00,2018-11-02 15:49:45+00:00,11.341574074074074
declaration 134135,2018-10-22 08:06:36+00:00,2018-11-01 17:31:15+00:00,10.392118055555555
declaration 134141,2018-10-22 08:19:42+00:00,2018-11-12 17:30:45+00:00,21.382673611111112
declaration 134146,2018-10-05 13:11:56+00:00,2018-10-18 17:31:16+00:00,13.180092592592592
declaration 134151,2018-11-27 10:57:23+00:00,2018-12-06 17:31:33+00:00,9.273726851851851
declaration 134157,2018-11-27 11:02:59+00:00,2018-11-29 17:31:19+00:00,2.269675925925926
declaration 134162,2018-11-27 11:34:50+00:00,2018-12-03 17:31:22+00:00,6.247592592592593
declaration 134167,2018-11-27 11:38:33+00:00,2018-12-03 17:31:22+00:00,6.245011574074074
declaration 134172,2018-11-27 13:05:02+00:00,2018-12-06 17:31:33+00:00,9.185081018518519
declaration 134177,2018-11-27 13:06:18+00:00,2018-12-03 17:31:22+00:00,6.184074074074074
declaration 134182,2018-11-27 13:47:40+00:00,2018-11-29 09:22:32+00:00,1.8158796296296296
declaration 134186,2018-11-27 15:12:24+00:00,2018-12-03 17:31:22+00:00,6.09650462962963
declaration 134191,2018-11-27 15:15:22+00:00,2018-12-03 17:31:22+00:00,6.094444444444444
declaration 134196,2018-11-27 15:17:57+00:00,2018-12-10 17:31:26+00:00,13.09269675925926
declaration 134201,2018-11-27 17:26:13+00:00,2018-12-17 17:31:07+00:00,20.00340277777778
declaration 134211,2018-11-27 18:36:08+00:00,2018-12-13 17:31:07+00:00,15.954849537037036
declaration 134219,2018-11-27 18:38:19+00:00,2018-12-13 17:31:07+00:00,15.953333333333333
declaration 134224,2018-11-27 18:47:58+00:00,2018-12-10 17:31:26+00:00,12.946851851851852
declaration 134230,2018-11-28 13:26:02+00:00,2018-12-06 17:31:33+00:00,8.170497685185186
declaration 134236,2018-11-28 16:20:53+00:00,2018-12-03 17:31:22+00:00,5.048946759259259
declaration 134241,2018-11-28 16:54:08+00:00,2018-12-13 17:31:07+00:00,15.025682870370371
declaration 134246,2018-11-28 21:50:48+00:00,2018-12-03 17:31:22+00:00,4.819837962962963
declaration 134251,2018-11-29 12:41:14+00:00,2018-12-03 17:31:22+00:00,4.201481481481482
declaration 134256,2018-11-29 15:11:01+00:00,2018-12-06 17:31:33+00:00,7.0975925925925925
declaration 134261,2018-11-29 15:17:47+00:00,2018-12-03 17:31:22+00:00,4.092766203703704
declaration 134266,2018-11-29 15:40:17+00:00,2018-12-10 17:31:26+00:00,11.0771875
declaration 134274,2018-11-29 17:47:31+00:00,2018-12-06 17:31:33+00:00,6.9889120370370375
declaration 134279,2018-11-29 18:00:20+00:00,2018-12-17 17:31:07+00:00,17.97971064814815
declaration 134287,2018-12-06 10:28:32+00:00,2018-12-13 17:31:07+00:00,7.293460648148148
declaration 134293,2018-12-06 10:40:26+00:00,2018-12-20 17:31:28+00:00,14.285439814814815
declaration 134298,2018-12-06 17:26:46+00:00,2018-12-07 12:47:27+00:00,0.8060300925925926
declaration 134302,2018-12-06 17:27:48+00:00,2018-12-07 12:47:45+00:00,0.8055208333333334
declaration 134306,2018-12-06 19:40:18+00:00,2018-12-13 17:31:07+00:00,6.910289351851852
declaration 134311,2018-12-06 20:40:05+00:00,2018-12-13 17:31:07+00:00,6.868773148148148
declaration 134316,2018-12-07 09:25:00+00:00,2018-12-20 17:31:28+00:00,13.337824074074074
declaration 134321,2018-12-07 11:31:04+00:00,2018-12-10 17:31:26+00:00,3.2502546296296297
declaration 134326,2018-12-07 13:37:03+00:00,2018-12-14 13:36:35+00:00,6.999675925925926
declaration 134330,2018-12-07 14:42:34+00:00,2018-12-13 17:31:07+00:00,6.1170486111111115
declaration 134335,2018-12-07 15:06:31+00:00,2018-12-20 17:31:28+00:00,13.100659722222222
declaration 134341,2018-12-07 15:09:37+00:00,2018-12-13 17:31:07+00:00,6.098263888888889
declaration 134347,2018-12-07 19:59:03+00:00,2018-12-17 17:31:07+00:00,9.89726851851852
declaration 134352,2018-12-07 20:36:04+00:00,2018-12-13 17:31:07+00:00,5.8715625
declaration 134357,2018-12-07 20:40:22+00:00,2018-12-20 17:31:28+00:00,12.868819444444444
declaration 134365,2018-12-08 11:32:28+00:00,2018-12-13 17:31:07+00:00,5.2490625
declaration 134370,2018-12-08 11:59:01+00:00,2019-01-03 11:59:15+00:00,26.000162037037036
declaration 134378,2018-12-08 12:37:31+00:00,2018-12-13 17:31:07+00:00,5.203888888888889
declaration 134383,2018-12-09 21:55:46+00:00,2018-12-13 17:31:07+00:00,3.816215277777778
declaration 134388,2018-12-09 22:44:31+00:00,2018-12-17 17:31:07+00:00,7.782361111111111
declaration 134394,2018-12-11 15:55:01+00:00,2018-12-20 17:31:28+00:00,9.066979166666666
declaration 134405,2018-12-11 16:57:51+00:00,2019-01-03 11:59:15+00:00,22.792638888888888
declaration 134411,2018-12-11 17:27:11+00:00,2018-12-12 09:45:39+00:00,0.6794907407407408
declaration 134415,2018-12-12 11:29:12+00:00,2018-12-17 17:31:07+00:00,5.251331018518519
declaration 134421,2018-10-22 11:44:36+00:00,2018-11-01 17:31:15+00:00,10.240729166666666
declaration 134427,2018-10-29 08:55:44+00:00,2018-11-15 17:31:18+00:00,17.358032407407407
declaration 134432,2018-10-29 09:20:57+00:00,2018-11-12 17:30:45+00:00,14.34013888888889
declaration 134438,2018-10-29 16:26:22+00:00,2018-11-05 17:31:17+00:00,7.045081018518519
declaration 134444,2018-11-05 09:10:52+00:00,2018-11-12 17:30:45+00:00,7.347141203703703
declaration 134449,2018-11-05 09:12:31+00:00,2018-12-03 17:31:22+00:00,28.34642361111111
declaration 134458,2018-11-05 09:16:49+00:00,2018-11-12 17:30:45+00:00,7.343009259259259
declaration 134464,2018-11-05 10:10:21+00:00,2018-11-12 17:30:45+00:00,7.305833333333333
declaration 134470,2018-11-05 16:21:45+00:00,2018-11-15 17:31:18+00:00,10.048298611111111
declaration 134476,2018-11-05 17:30:15+00:00,2018-11-19 17:31:18+00:00,14.000729166666666
declaration 134482,2018-11-05 17:50:08+00:00,2018-11-12 17:30:45+00:00,6.986539351851852
declaration 134487,2018-11-06 13:11:13+00:00,2018-11-12 17:30:45+00:00,6.180231481481481
declaration 134492,2018-11-06 13:32:35+00:00,2018-11-22 17:31:32+00:00,16.1659375
declaration 134498,2018-11-07 09:43:57+00:00,2018-11-19 17:31:18+00:00,12.324548611111112
declaration 134503,2018-11-07 09:45:37+00:00,2018-11-12 17:30:45+00:00,5.323009259259259
declaration 134511,2018-11-07 14:29:02+00:00,2018-11-15 17:31:18+00:00,8.126574074074075
declaration 134516,2018-11-07 15:47:20+00:00,2018-11-19 17:31:18+00:00,12.072199074074074
declaration 134521,2018-11-08 18:22:21+00:00,2018-11-22 17:31:32+00:00,13.964710648148149
declaration 134527,2018-11-13 08:54:53+00:00,2018-11-15 17:31:18+00:00,2.358622685185185
declaration 134532,2018-11-13 09:26:01+00:00,2018-11-15 17:31:18+00:00,2.3370023148148147
declaration 134538,2018-11-13 09:26:47+00:00,2018-11-22 17:31:32+00:00,9.336631944444445
declaration 134544,2018-11-13 09:37:38+00:00,2018-11-19 17:31:18+00:00,6.328935185185185
declaration 134549,2018-11-14 10:44:12+00:00,2018-11-26 17:31:22+00:00,12.282754629629629
declaration 134555,2018-11-14 15:26:31+00:00,2018-11-19 17:31:18+00:00,5.086655092592593
declaration 134560,2018-11-15 07:47:12+00:00,2018-11-22 17:31:32+00:00,7.405787037037037
declaration 134565,2018-11-30 08:52:20+00:00,2018-12-17 17:31:07+00:00,17.360266203703702
declaration 134570,2018-11-30 08:52:20+00:00,2018-12-17 17:31:07+00:00,17.360266203703702
declaration 134575,2018-11-30 12:00:03+00:00,2018-12-17 17:31:07+00:00,17.229907407407406
declaration 134581,2018-11-30 12:21:56+00:00,2018-12-06 17:31:33+00:00,6.215011574074074
declaration 134586,2018-11-30 12:25:23+00:00,2018-12-10 17:31:26+00:00,10.212534722222221
declaration 134592,2018-11-30 12:45:59+00:00,2019-06-17 17:30:58+00:00,199.1979050925926
declaration 134597,2018-11-30 13:39:48+00:00,2018-12-06 17:31:33+00:00,6.1609375
declaration 134605,2018-11-30 15:18:48+00:00,2018-12-10 17:31:26+00:00,10.092106481481482
declaration 134611,2018-11-30 17:34:01+00:00,2018-12-06 17:31:33+00:00,5.998287037037037
declaration 134616,2018-11-30 17:36:31+00:00,2018-12-13 17:31:07+00:00,12.99625
declaration 134622,2018-12-01 16:38:55+00:00,2018-12-13 17:31:07+00:00,12.03625
declaration 134628,2018-12-02 10:06:11+00:00,2018-12-10 17:31:26+00:00,8.309201388888889
declaration 134633,2018-12-02 15:31:07+00:00,2018-12-10 17:31:26+00:00,8.083553240740741
declaration 134642,2018-12-02 21:10:13+00:00,2018-12-13 17:31:07+00:00,10.847847222222223
declaration 134648,2018-12-03 09:12:08+00:00,2018-12-06 17:31:33+00:00,3.34681712962963
declaration 134654,2018-12-03 09:36:56+00:00,2018-12-10 17:31:26+00:00,7.329513888888889
declaration 134660,2018-12-03 12:08:30+00:00,2018-12-17 17:31:07+00:00,14.224039351851852
declaration 134666,2018-12-03 12:15:37+00:00,2018-12-10 17:31:26+00:00,7.21931712962963
declaration 134671,2018-12-03 16:46:33+00:00,2018-12-17 17:31:07+00:00,14.030949074074075
declaration 134679,2018-12-04 08:40:29+00:00,2018-12-06 17:31:33+00:00,2.3687962962962965
declaration 134688,2018-12-04 11:57:54+00:00,2018-12-10 17:31:26+00:00,6.23162037037037
declaration 134693,2018-12-04 12:52:38+00:00,2018-12-13 17:31:07+00:00,9.193391203703703
declaration 134699,2018-12-04 14:19:44+00:00,2018-12-06 17:31:33+00:00,2.1332060185185187
declaration 134704,2018-12-04 15:20:08+00:00,2018-12-13 17:31:07+00:00,9.090960648148148
declaration 134709,2018-09-24 08:56:30+00:00,2018-10-01 17:31:13+00:00,7.3574421296296295
declaration 134717,2018-09-24 09:01:05+00:00,2018-10-01 17:31:13+00:00,7.354259259259259
declaration 134722,2018-09-25 10:35:11+00:00,2018-10-01 17:31:13+00:00,6.288912037037037
declaration 134727,2018-09-25 16:32:09+00:00,2018-10-22 17:31:24+00:00,27.041145833333335
declaration 134735,2018-09-25 19:25:14+00:00,2018-10-04 17:31:15+00:00,8.920844907407407
declaration 134741,2018-09-27 10:10:36+00:00,2018-10-08 17:31:14+00:00,11.30599537037037
declaration 134749,2018-09-30 12:46:23+00:00,2018-10-18 17:31:16+00:00,18.19783564814815
declaration 134754,2018-09-30 12:52:53+00:00,2018-10-18 17:31:16+00:00,18.19332175925926
declaration 134764,2018-10-01 14:16:04+00:00,2018-10-15 17:31:11+00:00,14.135497685185186
declaration 134770,2018-10-01 16:23:53+00:00,2018-10-08 17:31:14+00:00,7.046770833333333
declaration 134776,2018-10-01 16:37:08+00:00,2018-10-08 17:31:14+00:00,7.037569444444444
declaration 134781,2018-10-02 10:24:32+00:00,2018-10-15 17:31:11+00:00,13.296284722222222
declaration 134787,2018-10-02 10:45:47+00:00,2018-10-18 17:31:16+00:00,16.28158564814815
declaration 134792,2018-10-02 10:52:13+00:00,2018-10-04 17:31:15+00:00,2.2771064814814816
declaration 134797,2018-10-02 13:11:51+00:00,2018-10-08 17:31:14+00:00,6.180127314814815
declaration 134802,2018-10-02 13:15:26+00:00,2018-10-08 17:31:14+00:00,6.177638888888889
declaration 134807,2018-10-02 13:16:38+00:00,2018-10-08 17:31:14+00:00,6.176805555555555
declaration 134812,2018-10-02 13:16:43+00:00,2018-11-19 17:31:18+00:00,48.17679398148148
declaration 134820,2018-10-02 16:00:44+00:00,2018-10-11 17:31:06+00:00,9.06275462962963
declaration 134826,2018-10-02 13:18:16+00:00,2018-10-08 17:31:14+00:00,6.175671296296296
declaration 134831,2018-10-02 16:47:58+00:00,2018-10-05 16:20:00+00:00,2.9805787037037037
declaration 134835,2018-10-03 11:53:57+00:00,2018-10-25 17:31:41+00:00,22.234537037037036
declaration 134848,2018-10-03 11:56:34+00:00,2018-10-03 11:56:34+00:00,0.0
declaration 134850,2018-10-03 12:09:41+00:00,2018-10-08 17:31:14+00:00,5.223298611111111
declaration 134855,2018-10-03 16:30:29+00:00,2018-10-15 17:31:11+00:00,12.042152777777778
declaration 134860,2018-11-16 13:49:39+00:00,2018-11-29 17:31:19+00:00,13.153935185185185
declaration 134866,2018-11-18 09:38:19+00:00,2018-11-29 17:31:19+00:00,11.328472222222222
declaration 134872,2018-11-18 09:59:37+00:00,2018-11-22 17:31:32+00:00,4.313831018518519
declaration 134877,2018-11-18 10:04:43+00:00,2018-11-22 17:31:32+00:00,4.310289351851852
declaration 134882,2018-11-18 19:31:19+00:00,2018-12-17 17:31:07+00:00,28.916527777777777
declaration 134888,2018-11-19 09:17:25+00:00,2018-11-22 17:31:32+00:00,3.343136574074074
declaration 134893,2018-11-19 16:02:57+00:00,2018-11-26 17:31:22+00:00,7.061400462962963
declaration 134899,2018-11-20 09:26:19+00:00,2018-11-29 17:31:19+00:00,9.336805555555555
declaration 134905,2018-11-22 14:25:31+00:00,2018-11-29 17:31:19+00:00,7.129027777777778
declaration 134910,2018-11-22 16:21:26+00:00,2018-11-26 17:31:22+00:00,4.048564814814815
declaration 134915,2018-11-23 16:11:25+00:00,2018-12-17 17:31:07+00:00,24.055347222222224
declaration 134920,2018-11-28 10:18:41+00:00,2018-12-13 17:31:07+00:00,15.300300925925926
declaration 134925,2018-11-28 21:59:26+00:00,2018-12-03 17:31:22+00:00,4.813842592592593
declaration 134931,2018-11-29 09:51:36+00:00,2018-12-20 17:31:28+00:00,21.319351851851852
declaration 134939,2018-11-29 11:25:55+00:00,2018-12-06 17:31:33+00:00,7.253912037037037
declaration 134945,2018-11-29 14:36:41+00:00,2018-12-06 17:31:33+00:00,7.121435185185185
declaration 134951,2018-12-01 10:58:38+00:00,2018-12-06 17:31:33+00:00,5.272858796296297
declaration 134956,2018-12-01 11:07:20+00:00,2018-12-06 17:31:33+00:00,5.266817129629629
declaration 134961,2018-12-01 12:16:21+00:00,2018-12-13 17:31:07+00:00,12.218587962962962
declaration 134967,2018-12-01 12:21:42+00:00,2018-12-10 17:31:26+00:00,9.215092592592592
declaration 134972,2018-12-02 16:54:19+00:00,2018-12-13 17:31:07+00:00,11.025555555555556
declaration 134981,2018-12-03 10:34:54+00:00,2018-12-13 17:31:07+00:00,10.289039351851851
declaration 134987,2018-12-03 10:47:13+00:00,2018-12-03 13:46:53+00:00,0.12476851851851851
declaration 134991,2018-12-04 09:39:30+00:00,2018-12-13 17:31:07+00:00,9.327511574074075
declaration 134997,2018-12-04 16:08:10+00:00,2019-01-07 17:31:12+00:00,34.05766203703703
declaration 135003,2018-12-05 12:57:44+00:00,2018-12-10 17:31:26+00:00,5.190069444444444
declaration 135008,2018-09-25 11:30:26+00:00,2018-09-27 17:31:23+00:00,2.250659722222222
declaration 135013,2018-09-25 11:31:30+00:00,2018-10-08 17:31:14+00:00,13.249814814814815
declaration 135019,2018-09-25 17:40:41+00:00,2018-09-27 17:31:23+00:00,1.9935416666666668
declaration 135024,2018-09-26 12:53:40+00:00,2018-10-04 17:31:15+00:00,8.192766203703703
declaration 135032,2018-09-27 11:17:25+00:00,2018-10-29 17:31:15+00:00,32.259606481481484
declaration 135037,2018-09-27 14:07:09+00:00,2018-10-04 17:31:15+00:00,7.141736111111111
declaration 135042,2018-09-28 11:35:24+00:00,2018-10-01 17:31:13+00:00,3.2470949074074076
declaration 135047,2018-09-28 12:12:51+00:00,2018-10-04 17:31:15+00:00,6.221111111111111
declaration 135052,2018-09-28 12:39:39+00:00,2018-10-04 17:31:15+00:00,6.2025
declaration 135057,2018-10-01 11:52:35+00:00,2018-10-04 17:31:15+00:00,3.2351851851851854
declaration 135063,2018-09-03 11:32:48+00:00,2018-10-08 17:31:14+00:00,35.24891203703704
declaration 135069,2018-10-02 12:55:35+00:00,2018-10-08 17:31:14+00:00,6.191423611111111
declaration 135074,2018-10-02 12:55:38+00:00,2018-10-08 17:31:14+00:00,6.191388888888889
declaration 135079,2018-12-05 07:32:51+00:00,2018-12-17 17:31:07+00:00,12.415462962962962
declaration 135084,2018-12-05 09:07:07+00:00,2018-12-10 17:31:26+00:00,5.350219907407407
declaration 135089,2018-12-05 09:09:41+00:00,2018-12-10 17:31:26+00:00,5.3484375
declaration 135095,2018-12-05 09:15:49+00:00,2018-12-10 17:31:26+00:00,5.3441782407407405
declaration 135100,2018-12-05 09:28:33+00:00,2018-12-20 17:31:28+00:00,15.335358796296296
declaration 135105,2018-12-05 10:32:26+00:00,2019-01-03 11:59:15+00:00,29.060289351851853
declaration 135111,2018-12-05 11:13:15+00:00,2018-12-10 17:31:26+00:00,5.262627314814814
declaration 135116,2018-12-05 11:19:05+00:00,2018-12-10 17:31:26+00:00,5.258576388888889
declaration 135121,2018-12-05 11:27:55+00:00,2018-12-13 17:31:07+00:00,8.252222222222223
declaration 135130,2018-12-05 11:28:21+00:00,2018-12-10 17:31:26+00:00,5.252141203703704
declaration 135135,2018-12-05 11:43:59+00:00,2018-12-13 17:31:07+00:00,8.241064814814814
declaration 135141,2018-12-05 16:00:14+00:00,2018-12-13 17:31:07+00:00,8.063113425925925
declaration 135146,2018-12-05 16:00:48+00:00,2019-01-03 11:59:15+00:00,28.832256944444445
declaration 135152,2018-10-04 13:42:54+00:00,2018-10-22 17:31:24+00:00,18.158680555555556
declaration 135157,2018-10-04 13:48:48+00:00,2018-10-18 17:31:16+00:00,14.15449074074074
declaration 135162,2018-10-04 14:18:12+00:00,2018-10-29 17:31:15+00:00,25.1340625
declaration 135167,2018-10-04 14:23:55+00:00,2018-10-18 17:31:16+00:00,14.130104166666667
declaration 135173,2018-10-05 09:46:52+00:00,2018-10-11 17:31:06+00:00,6.322384259259259
declaration 135178,2018-10-05 09:53:13+00:00,2018-10-15 17:31:11+00:00,10.318032407407408
declaration 135183,2018-10-05 12:35:11+00:00,2018-10-05 12:35:11+00:00,0.0
declaration 135185,2018-10-05 14:26:32+00:00,2018-10-18 17:31:16+00:00,13.128287037037037
declaration 135190,2018-10-05 14:28:00+00:00,2018-10-18 17:31:16+00:00,13.127268518518518
declaration 135196,2018-10-08 08:14:14+00:00,2018-11-05 17:31:17+00:00,28.38684027777778
declaration 135201,2018-10-08 08:46:46+00:00,2018-10-11 17:31:06+00:00,3.36412037037037
declaration 135206,2018-10-08 08:51:51+00:00,2018-10-18 17:31:16+00:00,10.360706018518519
declaration 135212,2018-10-08 09:49:46+00:00,2018-10-19 11:13:07+00:00,11.057881944444444
declaration 135216,2018-10-09 09:57:33+00:00,2018-10-11 17:31:06+00:00,2.3149652777777776
declaration 135221,2018-10-09 10:03:36+00:00,2018-10-18 17:31:16+00:00,9.31087962962963
declaration 135226,2018-10-09 10:05:53+00:00,2018-10-09 11:50:56+00:00,0.07295138888888889
declaration 135230,2018-10-09 10:12:28+00:00,2018-10-15 17:31:11+00:00,6.3046643518518515
declaration 135235,2018-10-11 08:58:24+00:00,2018-10-15 17:31:11+00:00,4.3560995370370375
declaration 135240,2018-10-11 16:05:13+00:00,2018-10-18 17:31:16+00:00,7.059756944444445
declaration 135245,2018-10-12 14:17:12+00:00,2018-10-25 17:31:41+00:00,13.135057870370371
declaration 135250,2018-10-12 14:31:20+00:00,2018-10-25 17:31:41+00:00,13.125243055555556
declaration 135255,2018-10-15 10:59:09+00:00,2018-10-18 17:31:16+00:00,3.2723032407407406
declaration 135260,2018-10-15 11:02:45+00:00,2018-10-15 11:02:45+00:00,0.0
declaration 135262,2018-10-18 16:06:59+00:00,2018-10-25 17:31:41+00:00,7.0588194444444445
declaration 135267,2018-10-18 16:09:48+00:00,2018-10-25 17:31:41+00:00,7.0568634259259255
declaration 135272,2018-09-22 21:25:01+00:00,2018-09-27 17:31:23+00:00,4.83775462962963
declaration 135277,2018-09-24 12:56:16+00:00,2018-10-01 17:31:13+00:00,7.1909375
declaration 135282,2018-09-24 13:09:34+00:00,2018-10-04 17:31:15+00:00,10.181724537037036
declaration 135287,2018-09-24 17:38:21+00:00,2018-12-03 17:31:22+00:00,69.99515046296297
declaration 135299,2018-09-24 18:26:27+00:00,2018-10-01 17:31:13+00:00,6.961643518518518
declaration 135304,2018-09-26 13:33:06+00:00,2018-10-01 17:31:13+00:00,5.165358796296296
declaration 135309,2018-09-26 16:36:07+00:00,2018-10-04 17:31:15+00:00,8.038287037037037
declaration 135314,2018-09-26 17:07:51+00:00,2018-10-04 17:31:15+00:00,8.01625
declaration 135319,2018-09-26 17:13:39+00:00,2018-10-04 17:31:15+00:00,8.012222222222222
declaration 135324,2018-09-26 17:23:59+00:00,2018-10-01 17:31:13+00:00,5.005023148148148
declaration 135329,2018-10-01 09:18:47+00:00,2018-10-04 17:31:15+00:00,3.3419907407407408
declaration 135334,2018-10-01 11:12:26+00:00,2018-10-18 17:31:16+00:00,17.263078703703705
declaration 135339,2018-10-03 11:16:42+00:00,2018-10-18 17:31:16+00:00,15.26011574074074
declaration 135344,2018-10-03 13:41:50+00:00,2018-10-11 17:31:06+00:00,8.159212962962963
declaration 135349,2018-10-04 10:22:39+00:00,2018-10-08 17:31:14+00:00,4.2976273148148145
declaration 135354,2018-10-08 09:31:21+00:00,2018-10-11 17:31:06+00:00,3.3331597222222222
declaration 135359,2018-10-08 09:32:03+00:00,2018-10-15 17:31:11+00:00,7.332731481481481
declaration 135364,2018-10-11 17:28:56+00:00,2018-10-22 17:31:24+00:00,11.001712962962962
declaration 135369,2018-10-13 18:29:18+00:00,2018-10-25 17:31:41+00:00,11.959988425925927
declaration 135375,2018-10-13 18:47:28+00:00,2018-10-18 17:31:16+00:00,4.9470833333333335
declaration 135380,2018-10-15 11:56:55+00:00,2018-10-18 17:31:16+00:00,3.2321875
declaration 135385,2018-10-15 11:59:41+00:00,2018-10-22 17:31:24+00:00,7.230358796296296
declaration 135390,2018-10-15 15:33:33+00:00,2018-10-18 17:31:16+00:00,3.081747685185185
declaration 135396,2018-10-15 15:43:44+00:00,2018-10-22 17:31:24+00:00,7.0747685185185185
declaration 135401,2018-11-19 09:10:57+00:00,2018-11-26 17:21:39+00:00,7.340763888888889
declaration 135406,2018-11-19 10:25:35+00:00,2018-11-22 17:31:32+00:00,3.295798611111111
declaration 135412,2018-11-19 15:46:24+00:00,2018-11-22 17:31:32+00:00,3.0730092592592593
declaration 135417,2018-11-19 15:48:42+00:00,2018-11-22 17:31:32+00:00,3.071412037037037
declaration 135422,2018-11-20 11:44:16+00:00,2018-12-20 17:31:28+00:00,30.24111111111111
declaration 135427,2018-11-20 15:06:20+00:00,2018-11-29 17:31:19+00:00,9.10068287037037
declaration 135433,2018-11-22 08:52:24+00:00,2018-12-03 17:31:22+00:00,11.360393518518519
declaration 135438,2018-11-23 17:27:18+00:00,2018-11-29 17:31:19+00:00,6.002789351851852
declaration 135443,2018-11-23 22:39:12+00:00,2018-12-06 17:31:33+00:00,12.786354166666667
declaration 135448,2018-11-23 22:51:04+00:00,2018-11-29 17:31:19+00:00,5.777951388888889
declaration 135453,2018-11-26 08:47:58+00:00,2018-12-03 17:31:22+00:00,7.363472222222223
declaration 135458,2018-11-26 09:27:18+00:00,2018-12-03 17:31:22+00:00,7.336157407407407
declaration 135464,2018-11-26 09:27:39+00:00,2018-12-03 17:31:22+00:00,7.3359143518518515
declaration 135470,2018-11-26 11:17:40+00:00,2018-12-10 17:31:26+00:00,14.259560185185185
declaration 135476,2018-11-26 11:17:42+00:00,2018-11-29 17:31:19+00:00,3.2594560185185184
declaration 135482,2018-11-26 19:00:00+00:00,2018-12-03 17:31:22+00:00,6.938449074074074
declaration 135487,2018-11-26 19:08:38+00:00,2018-12-06 17:31:33+00:00,9.932581018518519
declaration 135492,2018-11-26 19:32:31+00:00,2018-12-06 17:31:33+00:00,9.91599537037037
declaration 135497,2018-11-26 23:08:06+00:00,2018-12-03 17:31:22+00:00,6.766157407407407
declaration 135503,2018-11-26 23:11:47+00:00,2018-12-03 17:31:22+00:00,6.763599537037037
declaration 135509,2018-11-27 12:03:04+00:00,2018-12-10 17:31:26+00:00,13.228032407407408
declaration 135515,2018-11-28 13:55:37+00:00,2018-12-10 17:31:26+00:00,12.149872685185185
declaration 135520,2018-11-30 09:23:15+00:00,2018-12-06 17:31:33+00:00,6.339097222222223
declaration 135526,2018-11-28 15:28:07+00:00,2018-12-03 17:31:22+00:00,5.0855902777777775
declaration 135534,2018-10-08 13:57:46+00:00,2018-10-10 16:34:36+00:00,2.108912037037037
declaration 135538,2018-10-08 13:58:47+00:00,2018-10-25 17:31:41+00:00,17.14784722222222
declaration 135544,2018-10-08 16:31:11+00:00,2018-10-18 17:31:16+00:00,10.041724537037037
declaration 135549,2018-10-09 10:35:53+00:00,2018-10-15 17:31:11+00:00,6.288402777777778
declaration 135554,2018-10-09 10:38:52+00:00,2018-10-15 17:31:11+00:00,6.286331018518519
declaration 135559,2018-10-09 10:40:00+00:00,2018-10-15 17:31:11+00:00,6.2855439814814815
declaration 135564,2018-10-09 10:42:24+00:00,2018-10-15 17:31:11+00:00,6.283877314814815
declaration 135569,2018-10-09 16:28:21+00:00,2018-10-15 17:31:11+00:00,6.043634259259259
declaration 135574,2018-10-09 16:30:34+00:00,2018-10-15 17:31:11+00:00,6.0420949074074075
declaration 135579,2018-10-12 10:06:28+00:00,2018-10-18 17:31:16+00:00,6.308888888888889
declaration 135584,2018-10-12 15:57:37+00:00,2018-10-18 17:31:16+00:00,6.065034722222222
declaration 135589,2018-10-12 15:58:59+00:00,2018-10-18 17:31:16+00:00,6.064085648148148
declaration 135594,2018-10-12 15:59:58+00:00,2018-10-18 17:31:16+00:00,6.063402777777778
declaration 135599,2018-10-12 16:04:37+00:00,2018-10-25 17:31:41+00:00,13.060462962962964
declaration 135604,2018-10-16 10:08:36+00:00,2018-10-29 17:31:15+00:00,13.307395833333333
declaration 135609,2018-10-16 14:46:37+00:00,2018-10-29 17:31:15+00:00,13.114328703703704
declaration 135615,2018-10-17 08:49:13+00:00,2018-10-22 17:31:24+00:00,5.362627314814815
declaration 135620,2018-10-26 09:56:30+00:00,2018-11-05 17:31:17+00:00,10.31582175925926
declaration 135625,2018-10-26 10:27:51+00:00,2018-10-29 17:31:15+00:00,3.294027777777778
declaration 135630,2018-10-29 20:05:16+00:00,2018-11-01 17:31:15+00:00,2.8930439814814815
declaration 135635,2018-10-29 20:08:42+00:00,2018-11-01 17:31:15+00:00,2.8906597222222223
declaration 135640,2018-10-29 20:35:46+00:00,2018-11-05 17:31:17+00:00,6.871886574074074
declaration 135646,2018-10-29 20:50:20+00:00,2018-11-15 17:31:18+00:00,16.861782407407407
declaration 135651,2018-10-29 20:56:42+00:00,2018-11-15 17:31:18+00:00,16.85736111111111
declaration 135656,2018-10-09 09:26:18+00:00,2018-10-29 17:31:15+00:00,20.336770833333333
declaration 135662,2018-10-09 09:30:20+00:00,2018-10-15 17:31:11+00:00,6.3339236111111115
declaration 135667,2018-10-17 14:38:42+00:00,2018-10-29 17:31:15+00:00,12.119826388888889
declaration 135673,2018-10-18 16:24:18+00:00,2018-11-01 17:31:15+00:00,14.046493055555555
declaration 135679,2018-10-20 12:23:19+00:00,2018-11-05 17:31:17+00:00,16.21386574074074
declaration 135688,2018-10-22 08:02:55+00:00,2018-10-25 17:31:41+00:00,3.394976851851852
declaration 135693,2018-10-22 08:31:16+00:00,2018-10-25 17:31:41+00:00,3.3752893518518516
declaration 135698,2018-10-22 08:50:22+00:00,2018-12-13 17:31:07+00:00,52.36163194444445
declaration 135703,2018-10-22 14:04:30+00:00,2018-10-22 14:04:30+00:00,0.0
