case_id,activity,repeat_count,rework_type,is_loop_rework
declaration 32444,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 3252,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 32541,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 32556,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 32556,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 32640,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 32655,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 32655,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 32655,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 3267,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 32711,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 32711,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 32756,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 32779,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 32825,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 32841,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 32841,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 32841,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 32927,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 32955,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 32955,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 32970,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 32985,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 33010,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 33059,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 33104,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 33106,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 33203,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 33203,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 33203,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 33204,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 33262,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 33262,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 33262,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 33332,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 33365,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 33533,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 33546,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 33546,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 33577,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 33655,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 33655,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 33655,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 33674,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 33726,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 33726,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 33726,Declaration SUBMITTED by EMPLOYEE,5,major,True
declaration 33726,Declaration REJECTED by ADMINISTRATION,4,major,True
declaration 33726,Declaration REJECTED by EMPLOYEE,4,major,True
declaration 33782,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 33852,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 33892,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 33963,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 33991,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 33991,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 34017,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 34017,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 34031,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 34051,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 34124,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 34124,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 34124,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 34266,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 34294,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 34294,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 34343,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 34367,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 34384,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 34397,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 34430,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 34486,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 34486,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 34486,Permit APPROVED by BUDGET OWNER,2,minor,True
declaration 34486,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 34521,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 34521,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 34521,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 34587,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 34625,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 34643,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 34671,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 34694,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 34694,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 34752,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 34782,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 34797,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 34797,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 34797,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 34821,Declaration SUBMITTED by EMPLOYEE,5,major,True
declaration 34821,Declaration REJECTED by ADMINISTRATION,4,major,True
declaration 34821,Declaration REJECTED by EMPLOYEE,4,major,True
declaration 34969,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 34969,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 34969,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 34995,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 35009,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 35051,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 35051,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 35051,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 35087,Declaration SUBMITTED by EMPLOYEE,5,major,True
declaration 35087,Declaration REJECTED by ADMINISTRATION,4,major,True
declaration 35087,Declaration REJECTED by EMPLOYEE,4,major,True
declaration 35121,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 35148,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 3526,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 35526,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 35598,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 35633,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 35688,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 35713,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 35753,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 35771,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 35787,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 35803,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 35830,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 35871,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 35871,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 35871,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 36053,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 36053,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 36110,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 36151,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 36151,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 36151,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 36216,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 36228,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 36228,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 36242,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 36257,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 36302,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 36325,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 36425,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 36451,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 36464,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 36522,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 3654,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 3654,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 36604,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 36621,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 36621,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 36621,Declaration APPROVED by BUDGET OWNER,2,minor,True
declaration 36640,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 36704,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 36735,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 36750,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 36765,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 36765,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 36869,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 36915,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 36952,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 36970,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 36970,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 36970,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 37082,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 37199,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 37212,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 37271,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 37284,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 37284,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 37284,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 3730,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 37325,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 37325,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 37343,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 37366,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 37366,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 37393,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 37410,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 37458,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 37524,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 37524,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 37540,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 3762,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 37663,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 37818,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 37898,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 37898,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 37913,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 37940,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 37940,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 37940,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 38050,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 3809,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 38090,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 38090,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 38090,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 38142,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 38246,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 38351,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 38386,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 38386,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 38386,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 38451,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 38480,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 38531,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 38565,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 38602,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 38657,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 38670,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 38740,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 38764,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 38855,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 38899,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 38979,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 38979,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 38979,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 39065,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 39214,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 39214,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 39214,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 39230,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 39258,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 39271,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 39271,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 39271,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 39308,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 39329,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 39329,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 39355,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 39397,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 39397,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 3940,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 39417,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 39433,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 39450,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 39512,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 39525,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 39525,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 39525,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 39601,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 39601,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 39653,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 39681,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 39681,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 39681,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 39700,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 39715,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 39715,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 3972,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 39736,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 39736,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 39736,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 39736,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 39736,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 39756,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 39789,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 39839,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 39839,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 39839,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 39976,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 40000,Declaration SUBMITTED by EMPLOYEE,4,major,True
declaration 40000,Declaration REJECTED by ADMINISTRATION,3,major,True
declaration 40000,Declaration REJECTED by EMPLOYEE,3,major,True
declaration 40084,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 40084,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 40084,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 40106,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 40162,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 40162,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 40162,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 40188,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 40203,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 40203,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 40203,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 40229,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 40271,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 40271,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 40271,Permit APPROVED by BUDGET OWNER,2,minor,True
declaration 40323,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 40323,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 40323,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 40345,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 40345,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 40345,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 40398,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 40430,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 40430,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 40446,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 40461,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 40474,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 40517,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 40541,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 40713,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 4073,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 40790,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 40790,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 40834,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 40928,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 41017,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 41052,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 41083,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 41130,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 41174,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 41174,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 41266,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 4130,Declaration SUBMITTED by EMPLOYEE,4,major,True
declaration 4130,Declaration REJECTED by ADMINISTRATION,3,major,True
declaration 4130,Declaration REJECTED by EMPLOYEE,3,major,True
declaration 41341,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 41412,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 41412,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 41412,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 41456,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 41503,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 41569,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 41569,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 41569,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 41612,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 41628,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 41628,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 41628,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 41680,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 41693,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 41706,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 41729,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 41729,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 41744,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 41757,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 41772,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 41772,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 41772,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 41858,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 41906,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 42176,Declaration SUBMITTED by EMPLOYEE,5,major,True
declaration 42176,Declaration REJECTED by ADMINISTRATION,3,major,True
declaration 42176,Declaration REJECTED by EMPLOYEE,4,major,True
declaration 42176,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 42201,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 42271,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 42271,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 42271,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 42299,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 42299,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 42328,Declaration SUBMITTED by EMPLOYEE,5,major,True
declaration 42328,Declaration REJECTED by ADMINISTRATION,4,major,True
declaration 42328,Declaration REJECTED by EMPLOYEE,4,major,True
declaration 42425,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 42440,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 42457,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 42498,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 42498,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 42498,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 42749,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 42787,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 42837,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 42837,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 42837,Declaration APPROVED by BUDGET OWNER,2,minor,True
declaration 42874,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 42920,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 4295,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 42977,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 42977,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 42977,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 42997,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 42997,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 42997,Permit APPROVED by BUDGET OWNER,2,minor,True
declaration 43091,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 43091,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 43091,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 43144,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 43160,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 43160,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 43160,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 4326,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 43289,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 43342,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 4340,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 43475,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 43580,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 43608,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 43622,Declaration SUBMITTED by EMPLOYEE,4,major,True
declaration 43622,Declaration REJECTED by ADMINISTRATION,3,major,True
declaration 43622,Declaration REJECTED by EMPLOYEE,3,major,True
declaration 43645,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 43682,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 43745,Send Reminder,2,minor,False
declaration 43755,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 43774,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 43811,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 43889,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 43903,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 43932,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 43958,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 43958,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 43989,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 43989,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 43989,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 4400,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 44015,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 44042,Send Reminder,2,minor,False
declaration 44067,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 4417,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 44177,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 44244,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 44359,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 44359,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 44359,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 44436,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 44436,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 44436,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 44452,Declaration SUBMITTED by EMPLOYEE,4,major,True
declaration 44452,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 44452,Declaration REJECTED by EMPLOYEE,3,major,True
declaration 44452,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 44474,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 44490,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 44585,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 44585,Declaration REJECTED by ADMINISTRATION,2,minor,True
