case_id,outcome
declaration 42704,approved
declaration 42716,approved
declaration 42727,approved
declaration 42737,approved
declaration 42749,approved
declaration 42762,approved
declaration 42773,approved
declaration 4278,approved
declaration 42787,approved
declaration 428,approved
declaration 42806,approved
declaration 42820,approved
declaration 42837,approved
declaration 42854,approved
declaration 42864,approved
declaration 42874,approved
declaration 42893,approved
declaration 42907,approved
declaration 42920,approved
declaration 42938,approved
declaration 4295,approved
declaration 42950,approved
declaration 42962,approved
declaration 42977,approved
declaration 42997,approved
declaration 43017,approved
declaration 43030,approved
declaration 43040,approved
declaration 43051,approved
declaration 43061,approved
declaration 43091,approved
declaration 43124,approved
declaration 43144,approved
declaration 4315,approved
declaration 43160,approved
declaration 43179,approved
declaration 43189,approved
declaration 43205,approved
declaration 43223,approved
declaration 43247,rejected
declaration 43248,approved
declaration 4326,approved
declaration 43264,approved
declaration 43275,approved
declaration 43277,rejected
declaration 43289,approved
declaration 43306,approved
declaration 43326,approved
declaration 43342,approved
declaration 43356,approved
declaration 43366,approved
declaration 43368,approved
declaration 43370,approved
declaration 43390,approved
declaration 4340,approved
declaration 43404,approved
declaration 43421,approved
declaration 43423,rejected
declaration 43447,approved
declaration 43463,approved
declaration 43475,approved
declaration 43495,approved
declaration 43508,approved
declaration 43518,approved
declaration 43538,approved
declaration 43551,approved
declaration 4356,approved
declaration 43563,approved
declaration 43580,approved
declaration 43608,approved
declaration 43621,rejected
declaration 43622,approved
declaration 43645,approved
declaration 43660,approved
declaration 4368,approved
declaration 43682,approved
declaration 4370,approved
declaration 43713,approved
declaration 43725,approved
declaration 43745,approved
declaration 43755,approved
declaration 43774,approved
declaration 43801,approved
declaration 43811,approved
declaration 43828,approved
declaration 43840,approved
declaration 43851,approved
declaration 43877,approved
declaration 43889,approved
declaration 4389,approved
declaration 43903,approved
declaration 43916,approved
declaration 43932,approved
declaration 43947,approved
declaration 43958,approved
declaration 43974,approved
declaration 43976,rejected
declaration 43989,approved
declaration 4400,approved
declaration 44005,approved
declaration 44015,approved
declaration 44032,approved
declaration 44042,approved
declaration 44067,approved
declaration 44087,approved
declaration 44099,approved
declaration 44112,open
declaration 44120,approved
declaration 44134,approved
declaration 44147,approved
declaration 44164,approved
declaration 4417,approved
declaration 44177,approved
declaration 44216,approved
declaration 44232,approved
declaration 44244,approved
declaration 44259,approved
declaration 44270,approved
declaration 44272,rejected
declaration 44284,approved
declaration 44294,approved
declaration 44307,open
declaration 44314,approved
declaration 44330,approved
declaration 4434,approved
declaration 44340,approved
declaration 44342,approved
declaration 44359,approved
declaration 44377,approved
declaration 44387,approved
declaration 44399,approved
declaration 44426,approved
declaration 44436,approved
declaration 44452,approved
declaration 4446,approved
declaration 44474,approved
declaration 44490,approved
declaration 44517,approved
declaration 44557,approved
declaration 4457,approved
declaration 44573,approved
declaration 44585,approved
declaration 44607,approved
declaration 44619,approved
declaration 44629,approved
declaration 44646,approved
declaration 44669,approved
declaration 4468,approved
declaration 44682,approved
declaration 44692,approved
declaration 447,approved
declaration 44705,open
declaration 44706,approved
declaration 44719,approved
declaration 44734,approved
declaration 44750,approved
declaration 44763,approved
declaration 44774,approved
declaration 4479,approved
declaration 44790,approved
declaration 44802,approved
declaration 44822,approved
declaration 44833,approved
declaration 44846,approved
declaration 44859,approved
declaration 44869,approved
declaration 44886,approved
declaration 44908,approved
declaration 4491,approved
declaration 44924,approved
declaration 44934,approved
declaration 44948,approved
declaration 44966,approved
declaration 44979,approved
declaration 44989,approved
declaration 45001,approved
declaration 4501,approved
declaration 45014,approved
declaration 45035,approved
declaration 45062,approved
declaration 45081,approved
declaration 45091,approved
declaration 45101,approved
declaration 45113,approved
declaration 45129,approved
declaration 45139,approved
declaration 45149,approved
declaration 45151,rejected
declaration 45152,approved
declaration 45154,approved
declaration 45156,approved
declaration 4516,approved
declaration 45184,approved
declaration 45202,approved
declaration 45212,approved
declaration 45225,approved
declaration 45246,approved
declaration 45261,approved
declaration 45281,approved
declaration 4529,approved
declaration 45297,approved
declaration 45310,approved
declaration 45333,approved
declaration 45343,approved
declaration 45355,approved
declaration 45373,approved
declaration 45383,approved
declaration 45397,approved
declaration 45409,approved
declaration 45421,approved
declaration 45431,approved
declaration 45441,approved
declaration 4546,approved
declaration 45468,approved
declaration 45470,approved
declaration 4548,approved
declaration 45496,approved
declaration 4550,approved
declaration 45521,approved
declaration 45537,approved
declaration 45550,approved
declaration 45572,approved
declaration 45574,approved
declaration 45576,approved
declaration 45578,approved
declaration 45607,approved
declaration 45620,approved
declaration 45622,approved
declaration 45624,approved
declaration 45626,approved
declaration 45628,approved
declaration 45630,rejected
declaration 45631,approved
declaration 45633,approved
declaration 45635,approved
declaration 45637,approved
declaration 45680,approved
declaration 45682,approved
declaration 45712,approved
declaration 45728,approved
declaration 45741,approved
declaration 45743,rejected
declaration 45768,approved
declaration 45792,approved
declaration 45807,approved
declaration 45821,rejected
declaration 45822,approved
declaration 45824,approved
declaration 45843,approved
declaration 45853,approved
declaration 45863,approved
declaration 4587,approved
declaration 45873,approved
declaration 45883,approved
declaration 4589,approved
declaration 45893,approved
declaration 45910,approved
declaration 45925,approved
declaration 45949,approved
declaration 45959,approved
declaration 45986,approved
declaration 46006,approved
declaration 46025,approved
declaration 4604,approved
declaration 46044,approved
declaration 46046,approved
declaration 46067,approved
declaration 46079,approved
declaration 46095,approved
declaration 46107,approved
declaration 46109,open
declaration 46127,approved
declaration 46144,approved
declaration 46160,approved
declaration 46170,approved
declaration 46196,approved
declaration 46209,approved
declaration 46221,approved
declaration 46236,approved
declaration 46238,approved
declaration 46252,approved
declaration 46254,rejected
declaration 46255,rejected
declaration 4627,approved
declaration 46273,approved
declaration 46291,approved
declaration 46309,approved
declaration 46324,approved
declaration 46339,approved
declaration 46351,approved
declaration 46361,approved
declaration 46371,approved
declaration 46383,approved
declaration 46398,approved
declaration 46413,approved
declaration 46429,approved
declaration 4643,approved
declaration 46456,approved
declaration 46466,approved
declaration 46484,approved
declaration 46499,approved
declaration 465,approved
declaration 46512,approved
declaration 46528,approved
declaration 4654,approved
declaration 46542,approved
declaration 46552,approved
declaration 46567,approved
declaration 46589,approved
declaration 46601,approved
declaration 46623,approved
declaration 46642,approved
declaration 46656,approved
declaration 4666,approved
declaration 46678,approved
declaration 46690,approved
declaration 46708,approved
declaration 46731,approved
declaration 46733,approved
declaration 46759,approved
declaration 46776,approved
declaration 46804,approved
declaration 4683,approved
declaration 46831,approved
declaration 46847,approved
declaration 46871,approved
declaration 46889,approved
declaration 46912,approved
declaration 46924,approved
declaration 46934,approved
declaration 46950,approved
declaration 4696,approved
declaration 46974,approved
declaration 46991,approved
declaration 47014,approved
declaration 47028,approved
declaration 47041,approved
declaration 4706,approved
declaration 47063,approved
declaration 47073,approved
declaration 47106,approved
declaration 47120,approved
declaration 47130,approved
declaration 47148,approved
declaration 47161,approved
declaration 4717,approved
declaration 47171,approved
declaration 47189,approved
declaration 47191,approved
declaration 47213,approved
declaration 47223,approved
declaration 47235,approved
declaration 47250,approved
declaration 47266,approved
declaration 47290,open
declaration 47291,open
declaration 47299,approved
declaration 47310,approved
declaration 47329,approved
declaration 4734,approved
declaration 47375,approved
declaration 47386,approved
declaration 47397,approved
declaration 47409,approved
declaration 47421,approved
declaration 47431,approved
declaration 47433,approved
declaration 4745,approved
declaration 47452,approved
declaration 47468,approved
declaration 47484,approved
declaration 47499,approved
declaration 47522,approved
declaration 47532,approved
declaration 47544,approved
declaration 47556,approved
declaration 47566,approved
declaration 4758,approved
declaration 47595,approved
declaration 47612,approved
declaration 47622,approved
declaration 47636,approved
declaration 47659,approved
declaration 4774,approved
declaration 47741,approved
declaration 47743,rejected
declaration 4776,open
declaration 47762,approved
declaration 47772,approved
declaration 47787,approved
declaration 47815,approved
declaration 47826,approved
declaration 47836,approved
declaration 47850,approved
declaration 47867,approved
declaration 4789,approved
declaration 47892,approved
declaration 47902,approved
declaration 47921,approved
declaration 47934,approved
declaration 47948,approved
declaration 47964,approved
declaration 47974,approved
declaration 4799,approved
declaration 47991,approved
declaration 48003,approved
declaration 48015,approved
declaration 48030,approved
declaration 48042,approved
declaration 48057,approved
declaration 48067,approved
declaration 48077,open
declaration 48084,approved
declaration 48098,approved
declaration 4811,approved
declaration 48114,approved
declaration 48126,approved
declaration 48144,approved
declaration 48156,approved
declaration 48166,approved
declaration 48181,approved
declaration 48191,approved
declaration 48211,approved
declaration 48227,approved
declaration 48237,approved
declaration 48254,approved
declaration 48256,approved
declaration 48258,approved
declaration 48286,approved
declaration 48296,approved
declaration 4831,approved
declaration 48325,approved
declaration 48337,approved
declaration 48350,approved
declaration 48365,approved
declaration 48378,approved
declaration 48393,approved
declaration 48405,approved
declaration 48426,approved
declaration 48436,approved
declaration 48446,approved
declaration 48474,approved
declaration 48484,approved
declaration 48502,approved
declaration 4851,approved
declaration 48535,approved
declaration 48549,approved
declaration 48563,approved
declaration 48573,approved
declaration 48606,approved
declaration 48625,approved
declaration 48627,approved
declaration 48644,approved
declaration 48656,approved
declaration 48688,approved
declaration 48704,approved
declaration 4871,approved
declaration 48728,approved
declaration 48750,approved
declaration 48773,approved
declaration 48785,approved
declaration 48796,approved
declaration 48809,approved
declaration 4881,approved
declaration 48824,approved
declaration 48841,approved
declaration 48857,approved
declaration 48868,approved
declaration 48878,approved
declaration 48890,approved
declaration 489,approved
declaration 48907,approved
declaration 48924,approved
declaration 48938,approved
declaration 48953,rejected
declaration 48954,approved
declaration 4896,approved
declaration 48973,approved
declaration 48985,approved
declaration 48998,approved
declaration 49011,approved
declaration 49028,approved
declaration 49038,approved
declaration 49058,approved
declaration 49068,approved
declaration 49082,approved
declaration 4909,approved
declaration 49097,rejected
declaration 49109,approved
declaration 49119,approved
declaration 49129,approved
declaration 49141,approved
declaration 49175,approved
declaration 49190,approved
declaration 49206,approved
declaration 4922,approved
declaration 49225,approved
declaration 49237,approved
declaration 49249,approved
declaration 49273,approved
declaration 49292,approved
declaration 49316,approved
declaration 49326,approved
declaration 4934,approved
declaration 49365,approved
declaration 49375,approved
declaration 49388,approved
declaration 49399,approved
declaration 49409,approved
declaration 49419,approved
declaration 49429,approved
declaration 49464,approved
declaration 4947,approved
declaration 49474,approved
declaration 49490,approved
declaration 49503,approved
declaration 49522,approved
declaration 49543,approved
declaration 4958,approved
declaration 49583,approved
declaration 49599,approved
declaration 49617,approved
declaration 49637,approved
declaration 49660,approved
declaration 49676,approved
declaration 49703,approved
declaration 49715,approved
declaration 49717,approved
declaration 49739,open
declaration 4975,approved
declaration 49755,approved
declaration 49768,approved
declaration 49783,approved
declaration 49795,approved
declaration 49805,approved
declaration 49819,approved
declaration 49821,approved
declaration 49853,approved
declaration 49879,approved
declaration 49900,approved
declaration 49913,approved
declaration 49926,approved
declaration 49943,open
declaration 49944,approved
declaration 49962,approved
declaration 4997,approved
declaration 49984,approved
declaration 49994,approved
declaration 50008,approved
declaration 50019,approved
declaration 50031,approved
declaration 50041,approved
declaration 50056,approved
declaration 50066,approved
declaration 50078,approved
declaration 5008,approved
declaration 50090,approved
declaration 50100,approved
declaration 50110,approved
declaration 50128,approved
declaration 50143,approved
declaration 50158,approved
declaration 50175,approved
declaration 50187,approved
declaration 50202,approved
declaration 50222,approved
declaration 50234,approved
declaration 5024,approved
declaration 50252,approved
declaration 50262,approved
declaration 50274,approved
declaration 50287,approved
declaration 50289,approved
declaration 50307,approved
declaration 50321,approved
declaration 50331,approved
declaration 5034,approved
declaration 50341,approved
declaration 50351,approved
declaration 50363,approved
declaration 50378,approved
declaration 50388,approved
declaration 50400,approved
declaration 50416,approved
declaration 50431,approved
declaration 50447,approved
declaration 50465,approved
declaration 50475,approved
declaration 50517,approved
declaration 50528,approved
declaration 50542,approved
declaration 50566,approved
declaration 50578,approved
declaration 50594,approved
declaration 506,approved
declaration 50611,approved
declaration 50627,approved
declaration 50642,approved
declaration 5065,approved
declaration 50655,approved
declaration 50667,approved
declaration 50684,approved
declaration 50694,approved
declaration 50708,approved
declaration 50730,open
declaration 50737,approved
declaration 50747,approved
declaration 50762,approved
declaration 50790,approved
declaration 50816,approved
declaration 5082,approved
declaration 50874,approved
declaration 50898,approved
declaration 50910,approved
declaration 50931,approved
declaration 50941,approved
declaration 50956,approved
declaration 5096,approved
declaration 50967,approved
declaration 50981,approved
declaration 51010,approved
declaration 51021,rejected
declaration 51031,approved
declaration 51043,approved
declaration 51059,approved
declaration 51073,approved
declaration 5108,approved
declaration 51092,approved
declaration 51104,approved
declaration 51115,approved
declaration 51131,approved
declaration 51144,approved
declaration 51156,rejected
declaration 51157,approved
declaration 51159,rejected
declaration 51178,approved
declaration 51196,approved
declaration 51209,approved
declaration 51227,approved
declaration 51238,approved
declaration 51248,approved
declaration 51260,approved
declaration 5127,approved
declaration 51270,approved
declaration 51280,approved
declaration 51291,approved
declaration 51307,approved
declaration 51320,approved
declaration 51332,approved
declaration 51342,approved
declaration 51355,approved
declaration 51368,approved
declaration 51387,approved
declaration 51409,approved
declaration 51419,approved
declaration 51440,approved
declaration 51455,approved
declaration 5146,approved
declaration 51467,approved
declaration 51477,approved
declaration 51490,approved
declaration 51501,approved
declaration 51512,approved
declaration 51538,approved
declaration 51569,approved
declaration 51600,approved
declaration 51612,approved
declaration 51627,approved
declaration 51637,approved
declaration 5164,approved
declaration 51648,approved
declaration 51658,approved
declaration 51668,approved
declaration 51691,approved
declaration 51709,approved
declaration 5174,approved
declaration 51752,approved
declaration 51780,approved
declaration 51792,approved
declaration 51804,approved
declaration 51820,approved
declaration 51836,approved
declaration 51854,approved
declaration 51878,approved
declaration 51894,approved
declaration 51909,approved
declaration 5191,approved
declaration 51926,approved
declaration 51948,approved
declaration 51960,approved
declaration 51971,open
declaration 51982,approved
declaration 51999,approved
declaration 52010,approved
declaration 52020,approved
declaration 52031,approved
declaration 52045,approved
declaration 5206,approved
declaration 52065,approved
declaration 52077,approved
declaration 52099,approved
declaration 52112,approved
declaration 52122,approved
declaration 52137,rejected
declaration 52152,approved
declaration 52167,approved
declaration 52184,approved
declaration 52194,approved
declaration 52207,approved
declaration 52224,approved
declaration 5224,approved
declaration 52243,approved
declaration 52262,approved
declaration 52272,approved
declaration 52291,approved
declaration 52293,rejected
declaration 52320,approved
declaration 52342,approved
declaration 52370,approved
declaration 52380,approved
declaration 52390,approved
declaration 52406,approved
declaration 52418,approved
declaration 52428,approved
declaration 52443,approved
declaration 5246,approved
declaration 52462,approved
declaration 52472,approved
declaration 52482,approved
declaration 52494,approved
declaration 52508,approved
declaration 52534,approved
declaration 52549,approved
declaration 52561,approved
declaration 52580,approved
declaration 5259,approved
declaration 52597,approved
declaration 52607,approved
declaration 52619,approved
declaration 52629,approved
declaration 52642,approved
declaration 52654,approved
declaration 52676,approved
declaration 52686,approved
declaration 5270,approved
declaration 52703,approved
declaration 52719,approved
declaration 52734,approved
declaration 52736,open
declaration 52749,approved
declaration 52761,approved
declaration 52771,approved
declaration 52781,approved
declaration 52791,approved
declaration 5280,approved
declaration 52803,approved
declaration 5282,approved
declaration 52821,approved
declaration 52831,approved
declaration 52841,approved
declaration 52853,approved
declaration 52878,approved
declaration 52896,approved
declaration 52935,approved
declaration 52959,approved
declaration 5296,approved
declaration 52970,approved
declaration 52984,approved
declaration 52994,approved
declaration 53006,approved
declaration 53016,approved
declaration 53030,approved
declaration 5306,approved
declaration 53060,approved
declaration 53072,approved
declaration 53085,approved
declaration 53097,approved
declaration 531,approved
declaration 53109,approved
declaration 53122,approved
declaration 53124,approved
declaration 53155,approved
declaration 53167,approved
declaration 5318,approved
declaration 53184,approved
declaration 53196,approved
declaration 53216,approved
declaration 53232,approved
declaration 53242,approved
declaration 53252,approved
declaration 53274,approved
declaration 53288,approved
declaration 53305,approved
declaration 53326,approved
declaration 53346,approved
declaration 53348,approved
declaration 53350,approved
declaration 53352,approved
declaration 53354,approved
declaration 53356,approved
declaration 53358,approved
declaration 53360,approved
declaration 53362,approved
declaration 53364,approved
declaration 53366,approved
declaration 53368,approved
declaration 5337,approved
declaration 53370,approved
declaration 53372,approved
declaration 53426,approved
declaration 53438,approved
declaration 53450,approved
declaration 53465,approved
declaration 53487,approved
declaration 53503,approved
declaration 53519,approved
declaration 53533,approved
declaration 5354,approved
declaration 53547,approved
declaration 53567,approved
declaration 53590,approved
declaration 53605,approved
declaration 53625,approved
declaration 53649,approved
declaration 53661,approved
declaration 53676,approved
declaration 53689,approved
declaration 5370,approved
declaration 53703,rejected
declaration 53704,approved
declaration 53724,approved
declaration 53749,approved
declaration 53765,approved
declaration 53781,approved
declaration 53791,approved
declaration 53806,approved
declaration 53822,approved
declaration 5383,approved
declaration 53836,approved
declaration 53861,approved
declaration 53878,approved
declaration 53902,approved
declaration 53916,approved
declaration 53928,approved
declaration 53938,approved
declaration 5395,approved
declaration 53955,approved
declaration 53957,approved
declaration 53973,approved
declaration 53983,approved
declaration 53993,approved
declaration 54004,approved
declaration 54016,approved
declaration 54033,approved
declaration 54043,approved
declaration 54057,approved
declaration 54079,approved
declaration 5408,approved
declaration 54089,approved
declaration 54106,approved
declaration 54120,approved
declaration 54135,approved
declaration 54151,approved
declaration 54164,approved
declaration 54174,approved
declaration 54188,approved
declaration 54204,approved
declaration 54214,approved
declaration 54227,open
declaration 54235,approved
declaration 54247,approved
declaration 54257,approved
declaration 54271,approved
declaration 54284,approved
declaration 5430,approved
declaration 54305,approved
declaration 54307,approved
declaration 54323,approved
declaration 54344,approved
declaration 54346,approved
declaration 54370,approved
declaration 54380,approved
declaration 54390,approved
declaration 54392,rejected
declaration 54410,approved
declaration 54424,approved
declaration 54434,open
declaration 54441,approved
declaration 54453,approved
declaration 54465,approved
declaration 5447,approved
declaration 54479,approved
declaration 54499,approved
declaration 545,approved
declaration 54548,approved
declaration 54566,approved
declaration 54577,approved
declaration 54587,approved
declaration 5459,approved
declaration 54599,approved
declaration 54601,rejected
declaration 54622,approved
declaration 54636,approved
declaration 54648,approved
declaration 54660,approved
declaration 54673,approved
declaration 54685,approved
declaration 54704,approved
declaration 54727,approved
declaration 54742,approved
declaration 54767,approved
declaration 54779,approved
declaration 54789,approved
declaration 54810,approved
declaration 54830,approved
declaration 54843,approved
declaration 54855,approved
declaration 54873,approved
declaration 54886,approved
declaration 54896,approved
declaration 54908,approved
declaration 5491,approved
declaration 54926,approved
declaration 54954,approved
declaration 54956,approved
declaration 54977,approved
declaration 54987,approved
declaration 54997,approved
declaration 55009,approved
declaration 55024,approved
declaration 55037,approved
declaration 55050,approved
declaration 55060,approved
declaration 55073,approved
declaration 55086,approved
declaration 55096,approved
declaration 55106,approved
declaration 55116,approved
declaration 55131,approved
declaration 55133,rejected
declaration 55145,approved
declaration 55155,approved
declaration 55165,approved
declaration 55182,approved
declaration 55197,approved
declaration 55214,approved
declaration 55237,approved
declaration 55255,approved
declaration 55276,approved
declaration 5528,approved
declaration 55289,approved
declaration 55309,approved
declaration 55321,open
declaration 55331,approved
declaration 55341,approved
declaration 55354,approved
declaration 55356,approved
declaration 55378,approved
declaration 5538,approved
declaration 55388,approved
declaration 55400,approved
declaration 55413,approved
declaration 55426,approved
declaration 55438,approved
declaration 55451,approved
declaration 55465,approved
declaration 55481,approved
declaration 55491,approved
declaration 5550,approved
declaration 55503,approved
declaration 55516,approved
declaration 55530,approved
declaration 55545,approved
declaration 55569,approved
declaration 55587,approved
declaration 55603,approved
declaration 55613,approved
declaration 55636,approved
declaration 55646,approved
declaration 55658,approved
declaration 55668,approved
declaration 55679,approved
declaration 55689,approved
declaration 5570,approved
declaration 55704,approved
declaration 55714,approved
declaration 55724,approved
declaration 55741,approved
declaration 55761,approved
declaration 55780,approved
declaration 55796,approved
declaration 55815,approved
declaration 55817,rejected
declaration 55836,approved
declaration 5584,approved
declaration 55860,approved
declaration 55882,approved
declaration 55898,approved
declaration 55915,approved
declaration 55958,approved
declaration 55968,approved
declaration 55980,approved
declaration 56010,approved
declaration 56022,approved
declaration 56041,approved
declaration 56057,approved
declaration 56072,approved
declaration 56084,approved
declaration 5610,approved
declaration 56101,approved
declaration 56112,approved
declaration 56123,approved
declaration 56148,approved
declaration 56150,rejected
declaration 56151,approved
declaration 56180,approved
declaration 56197,approved
declaration 56215,approved
declaration 56238,approved
declaration 5626,approved
declaration 56268,approved
declaration 56278,approved
declaration 56290,approved
declaration 56300,approved
declaration 56319,approved
declaration 56331,approved
declaration 56344,approved
declaration 56354,approved
declaration 56364,approved
declaration 56376,approved
declaration 56394,approved
declaration 56396,approved
declaration 5640,approved
declaration 56411,approved
declaration 56427,approved
declaration 56437,approved
declaration 56454,approved
declaration 56474,approved
declaration 56484,approved
declaration 56496,approved
declaration 56509,approved
declaration 56519,approved
declaration 5652,approved
declaration 56534,approved
declaration 56544,approved
declaration 56557,approved
declaration 56580,approved
declaration 56590,approved
declaration 56602,approved
declaration 56619,approved
declaration 56636,approved
declaration 5665,approved
declaration 56685,approved
declaration 56698,approved
declaration 56716,approved
declaration 56734,approved
declaration 56744,approved
declaration 56770,approved
declaration 56780,approved
declaration 56798,approved
declaration 56808,approved
declaration 56818,approved
declaration 5682,approved
declaration 56837,approved
declaration 56858,approved
declaration 56868,approved
declaration 56885,approved
declaration 56895,approved
declaration 56909,approved
declaration 56929,approved
declaration 56941,approved
declaration 56951,approved
declaration 56967,approved
declaration 5698,approved
declaration 56980,approved
declaration 56991,approved
declaration 57001,approved
declaration 57024,approved
declaration 57042,approved
declaration 57054,approved
declaration 57070,approved
declaration 57080,approved
declaration 57103,rejected
declaration 57118,approved
declaration 5712,approved
declaration 57133,approved
declaration 57143,approved
declaration 57156,approved
declaration 57168,approved
declaration 57195,approved
declaration 57197,approved
declaration 57199,approved
declaration 572,approved
declaration 57236,approved
declaration 5725,approved
declaration 57251,approved
declaration 57271,approved
declaration 57283,approved
declaration 57297,approved
declaration 57312,approved
declaration 57329,approved
declaration 57347,approved
declaration 57360,approved
declaration 57377,approved
declaration 57405,approved
declaration 5741,approved
declaration 57418,approved
declaration 57435,approved
declaration 57445,approved
declaration 57458,approved
declaration 57468,approved
declaration 57480,approved
declaration 57503,approved
declaration 57515,approved
declaration 57534,approved
declaration 57549,rejected
declaration 57573,approved
declaration 57586,approved
declaration 5759,approved
declaration 57605,approved
declaration 57626,approved
declaration 57652,approved
declaration 57667,approved
declaration 57682,approved
declaration 57699,approved
declaration 57715,approved
declaration 5773,approved
declaration 57730,approved
declaration 57740,approved
declaration 57783,approved
declaration 57794,approved
declaration 57816,approved
declaration 57826,approved
declaration 57847,approved
declaration 57876,approved
declaration 5788,approved
declaration 57893,approved
declaration 57913,approved
declaration 57930,approved
declaration 57940,approved
declaration 57952,approved
declaration 57966,approved
declaration 57979,approved
declaration 5798,approved
declaration 58007,approved
declaration 58026,approved
declaration 58036,approved
declaration 58048,approved
declaration 58063,approved
declaration 5808,approved
declaration 58089,approved
declaration 58099,approved
declaration 58101,approved
declaration 58120,approved
declaration 58130,approved
declaration 58142,approved
declaration 58155,approved
declaration 58157,approved
declaration 58176,approved
declaration 58188,approved
declaration 5819,approved
declaration 58190,rejected
declaration 58202,approved
declaration 5821,approved
declaration 58218,approved
declaration 58255,rejected
declaration 58256,approved
declaration 58278,approved
declaration 58300,rejected
declaration 58319,approved
declaration 58337,approved
declaration 5834,approved
declaration 58351,approved
declaration 58361,approved
declaration 58377,approved
declaration 58393,approved
declaration 58408,approved
declaration 58433,approved
declaration 58448,approved
declaration 58458,approved
declaration 58468,approved
declaration 58488,approved
declaration 58500,approved
declaration 58531,approved
declaration 5855,approved
declaration 58574,approved
declaration 58585,approved
declaration 58607,approved
declaration 58630,approved
declaration 58644,approved
declaration 58661,approved
declaration 58678,approved
declaration 58689,approved
declaration 58702,approved
declaration 58749,approved
declaration 5875,approved
declaration 58762,approved
declaration 58777,approved
declaration 58787,approved
declaration 58809,approved
declaration 58830,approved
declaration 58845,approved
declaration 58855,approved
declaration 58857,approved
declaration 58859,rejected
declaration 58874,approved
declaration 58884,approved
declaration 5889,approved
declaration 58898,approved
declaration 58914,approved
declaration 58926,approved
declaration 58936,approved
declaration 58946,approved
declaration 58962,approved
declaration 58964,rejected
declaration 58965,rejected
declaration 5899,approved
declaration 58998,approved
declaration 59008,approved
declaration 59020,approved
declaration 59038,approved
declaration 59040,approved
declaration 59056,approved
declaration 59071,approved
declaration 59089,approved
declaration 59104,approved
declaration 5911,approved
declaration 59121,approved
declaration 59133,approved
declaration 59149,approved
declaration 59159,approved
declaration 59176,approved
declaration 59189,approved
declaration 59227,approved
declaration 59243,approved
declaration 59253,approved
declaration 59263,approved
declaration 5927,approved
declaration 59276,approved
declaration 59291,approved
declaration 59307,approved
declaration 59324,approved
declaration 59339,approved
declaration 59353,approved
declaration 59378,approved
declaration 59391,approved
declaration 5940,approved
declaration 59404,approved
declaration 59425,approved
declaration 59435,approved
declaration 59445,approved
declaration 59459,approved
declaration 59471,approved
declaration 59486,approved
declaration 59496,approved
declaration 59498,approved
declaration 59514,approved
declaration 5952,approved
declaration 59534,approved
declaration 59544,approved
declaration 59554,approved
declaration 59568,approved
declaration 59583,approved
declaration 59596,approved
declaration 59609,approved
declaration 59624,approved
declaration 5963,approved
declaration 59652,rejected
declaration 59653,approved
declaration 59678,approved
declaration 59693,approved
declaration 59703,approved
declaration 59716,approved
declaration 59726,approved
declaration 5973,approved
declaration 59741,approved
declaration 59751,approved
declaration 59761,approved
declaration 59771,approved
declaration 59796,approved
declaration 59809,approved
declaration 59822,approved
declaration 59832,approved
declaration 59842,approved
declaration 5985,approved
declaration 59852,approved
declaration 59864,approved
declaration 59874,approved
declaration 59885,approved
declaration 59899,approved
declaration 59925,approved
declaration 59944,rejected
declaration 59963,approved
declaration 59976,approved
declaration 5998,approved
declaration 59986,approved
declaration 59996,approved
declaration 600,approved
declaration 60011,approved
declaration 60021,approved
declaration 60031,approved
declaration 60041,approved
declaration 60055,approved
declaration 60066,approved
declaration 60081,approved
declaration 60096,approved
declaration 6011,approved
declaration 60117,approved
declaration 60135,approved
declaration 60146,approved
declaration 60173,approved
declaration 60194,approved
declaration 60204,approved
declaration 60221,approved
declaration 60237,approved
declaration 60251,approved
declaration 6027,approved
declaration 60276,approved
declaration 60290,approved
declaration 60302,approved
declaration 60317,approved
declaration 60332,approved
declaration 60350,approved
declaration 60383,approved
declaration 60399,approved
declaration 60414,rejected
declaration 60426,approved
declaration 6043,approved
declaration 60449,approved
declaration 60459,approved
declaration 60474,rejected
declaration 60483,approved
declaration 60493,approved
declaration 60517,approved
declaration 60536,approved
declaration 60554,approved
declaration 60567,approved
declaration 6057,approved
declaration 60583,approved
declaration 60609,approved
declaration 60619,approved
declaration 60629,approved
declaration 60639,approved
declaration 60652,approved
declaration 60662,approved
declaration 60675,approved
declaration 60698,approved
declaration 60719,approved
declaration 60729,approved
declaration 60741,approved
declaration 60751,approved
declaration 60767,approved
declaration 6078,open
declaration 60787,approved
declaration 60802,approved
declaration 60812,approved
declaration 60824,approved
declaration 60836,approved
declaration 60848,approved
declaration 60859,approved
declaration 60879,approved
declaration 60889,approved
declaration 60901,approved
declaration 60913,approved
declaration 60930,approved
declaration 60948,approved
declaration 60964,approved
declaration 60977,approved
declaration 6098,approved
declaration 60987,approved
declaration 61004,approved
declaration 61028,rejected
declaration 61029,approved
declaration 61048,approved
declaration 61063,approved
declaration 61077,approved
declaration 6110,approved
declaration 61111,approved
declaration 6112,rejected
declaration 61124,approved
declaration 61136,approved
declaration 61146,approved
declaration 61162,approved
declaration 61172,approved
declaration 61184,approved
declaration 61200,approved
declaration 61213,approved
declaration 61225,approved
declaration 61237,approved
declaration 61250,approved
declaration 61260,approved
declaration 6127,approved
declaration 61275,approved
declaration 61288,approved
declaration 61300,approved
declaration 61320,approved
declaration 61340,approved
