case_id,outcome
declaration 130800,approved
declaration 130806,approved
declaration 130812,approved
declaration 130818,approved
declaration 130823,approved
declaration 130828,approved
declaration 130834,approved
declaration 130842,approved
declaration 130851,approved
declaration 130860,approved
declaration 130866,approved
declaration 130872,approved
declaration 130878,approved
declaration 130883,unknown
declaration 130885,approved
declaration 130891,approved
declaration 130900,rejected
declaration 130904,rejected
declaration 130908,approved
declaration 130913,approved
declaration 130918,approved
declaration 130924,approved
declaration 130930,approved
declaration 130935,approved
declaration 130940,approved
declaration 130945,approved
declaration 130951,approved
declaration 130956,approved
declaration 130962,approved
declaration 130967,approved
declaration 130976,approved
declaration 130981,approved
declaration 130986,approved
declaration 130991,approved
declaration 130997,approved
declaration 131005,approved
declaration 131011,approved
declaration 131016,approved
declaration 131022,approved
declaration 131028,approved
declaration 131033,approved
declaration 131044,approved
declaration 131055,approved
declaration 131061,approved
declaration 131067,approved
declaration 131073,approved
declaration 131078,approved
declaration 131084,approved
declaration 131093,approved
declaration 131099,approved
declaration 131104,approved
declaration 131109,approved
declaration 131115,approved
declaration 131120,approved
declaration 131125,approved
declaration 131131,approved
declaration 131136,approved
declaration 131141,approved
declaration 131147,approved
declaration 131152,approved
declaration 131160,approved
declaration 131165,approved
declaration 131170,approved
declaration 131176,approved
declaration 131181,approved
declaration 131186,approved
declaration 131191,approved
declaration 131200,approved
declaration 131208,approved
declaration 131213,approved
declaration 131218,approved
declaration 131223,approved
declaration 131228,approved
declaration 131233,approved
declaration 131238,approved
declaration 131244,approved
declaration 131249,approved
declaration 131254,approved
declaration 131265,approved
declaration 131271,approved
declaration 131276,approved
declaration 131282,approved
declaration 131287,approved
declaration 131293,approved
declaration 131299,approved
declaration 131304,approved
declaration 131309,approved
declaration 131315,approved
declaration 131320,approved
declaration 131325,approved
declaration 131330,approved
declaration 131335,approved
declaration 131340,approved
declaration 131345,approved
declaration 131350,approved
declaration 131359,approved
declaration 131365,approved
declaration 131371,approved
declaration 131376,approved
declaration 131381,approved
declaration 131391,approved
declaration 131396,approved
declaration 131401,approved
declaration 131407,approved
declaration 131413,approved
declaration 131422,approved
declaration 131427,approved
declaration 131437,approved
declaration 131442,approved
declaration 131447,approved
declaration 131452,approved
declaration 131457,approved
declaration 131463,approved
declaration 131469,approved
declaration 131475,approved
declaration 131481,approved
declaration 131487,approved
declaration 131492,approved
declaration 131498,approved
declaration 131504,approved
declaration 131510,approved
declaration 131515,approved
declaration 131521,approved
declaration 131526,approved
declaration 131532,approved
declaration 131537,approved
declaration 131543,approved
declaration 131549,approved
declaration 131557,approved
declaration 131562,approved
declaration 131567,rejected
declaration 131571,approved
declaration 131576,approved
declaration 131581,approved
declaration 131587,approved
declaration 131593,approved
declaration 131598,approved
declaration 131604,approved
declaration 131610,approved
declaration 131616,approved
declaration 131622,approved
declaration 131628,rejected
declaration 131631,approved
declaration 131636,approved
declaration 131642,approved
declaration 131647,approved
declaration 131652,approved
declaration 131661,approved
declaration 131666,approved
declaration 131671,approved
declaration 131676,approved
declaration 131681,approved
declaration 131687,approved
declaration 131693,approved
declaration 131698,approved
declaration 131703,approved
declaration 131709,approved
declaration 131715,approved
declaration 131720,approved
declaration 131728,approved
declaration 131734,approved
declaration 131740,approved
declaration 131746,approved
declaration 131752,approved
declaration 131758,approved
declaration 131764,approved
declaration 131770,approved
declaration 131775,approved
declaration 131780,approved
declaration 131786,approved
declaration 131792,approved
declaration 131797,approved
declaration 131803,approved
declaration 131809,approved
declaration 131815,approved
declaration 131821,approved
declaration 131826,approved
declaration 131831,approved
declaration 131836,approved
declaration 131842,approved
declaration 131847,approved
declaration 131852,approved
declaration 131858,approved
declaration 131863,approved
declaration 131868,approved
declaration 131873,approved
declaration 131878,approved
declaration 131884,approved
declaration 131893,approved
declaration 131898,approved
declaration 131904,approved
declaration 131909,approved
declaration 131914,approved
declaration 131920,approved
declaration 131925,approved
declaration 131931,approved
declaration 131936,approved
declaration 131941,approved
declaration 131946,approved
declaration 131952,approved
declaration 131957,approved
declaration 131962,approved
declaration 131967,approved
declaration 131973,approved
declaration 131978,approved
declaration 131983,approved
declaration 131988,approved
declaration 131994,approved
declaration 131999,approved
declaration 132005,approved
declaration 132010,approved
declaration 132015,approved
declaration 132020,approved
declaration 132028,approved
declaration 132033,approved
declaration 132038,approved
declaration 132044,approved
declaration 132049,approved
declaration 132054,approved
declaration 132059,approved
declaration 132064,approved
declaration 132069,approved
declaration 132074,approved
declaration 132080,approved
declaration 132086,approved
declaration 132095,approved
declaration 132100,approved
declaration 132106,approved
declaration 132111,approved
declaration 132116,approved
declaration 132121,approved
declaration 132127,approved
declaration 132132,approved
declaration 132138,approved
declaration 132143,approved
declaration 132148,approved
declaration 132153,approved
declaration 132159,approved
declaration 132164,approved
declaration 132173,approved
declaration 132178,approved
declaration 132184,approved
declaration 132189,approved
declaration 132194,approved
declaration 132199,approved
declaration 132204,approved
declaration 132209,approved
declaration 132214,approved
declaration 132220,approved
declaration 132226,approved
declaration 132231,approved
declaration 132236,approved
declaration 132241,approved
declaration 132247,approved
declaration 132253,approved
declaration 132258,approved
declaration 132267,approved
declaration 132272,approved
declaration 132277,approved
declaration 132283,approved
declaration 132288,approved
declaration 132293,approved
declaration 132299,approved
declaration 132304,approved
declaration 132313,approved
declaration 132318,approved
declaration 132323,approved
declaration 132329,approved
declaration 132335,approved
declaration 132341,approved
declaration 132346,approved
declaration 132351,approved
declaration 132356,approved
declaration 132361,approved
declaration 132366,unknown
declaration 132368,approved
declaration 132374,approved
declaration 132379,approved
declaration 132384,approved
declaration 132390,approved
declaration 132395,approved
declaration 132400,approved
declaration 132406,approved
declaration 132412,approved
declaration 132417,approved
declaration 132422,approved
declaration 132427,approved
declaration 132437,rejected
declaration 132441,approved
declaration 132446,approved
declaration 132452,approved
declaration 132458,approved
declaration 132463,approved
declaration 132468,approved
declaration 132474,approved
declaration 132479,approved
declaration 132484,approved
declaration 132490,unknown
declaration 132492,approved
declaration 132498,approved
declaration 132503,approved
declaration 132509,approved
declaration 132514,approved
declaration 132519,approved
declaration 132525,approved
declaration 132530,approved
declaration 132535,approved
declaration 132540,approved
declaration 132545,approved
declaration 132550,approved
declaration 132556,approved
declaration 132561,approved
declaration 132566,approved
declaration 132571,approved
declaration 132577,approved
declaration 132582,approved
declaration 132587,approved
declaration 132592,approved
declaration 132601,rejected
declaration 132605,approved
declaration 132611,approved
declaration 132617,approved
declaration 132622,approved
declaration 132627,approved
declaration 132633,approved
declaration 132638,approved
declaration 132644,approved
declaration 132649,approved
declaration 132655,approved
declaration 132661,approved
declaration 132666,approved
declaration 132674,approved
declaration 132679,approved
declaration 132685,approved
declaration 132691,approved
declaration 132696,approved
declaration 132701,approved
declaration 132707,approved
declaration 132713,approved
declaration 132718,approved
declaration 132724,approved
declaration 132730,approved
declaration 132735,unknown
declaration 132737,approved
declaration 132743,unknown
declaration 132745,approved
declaration 132751,approved
declaration 132756,approved
declaration 132762,approved
declaration 132770,approved
declaration 132775,approved
declaration 132780,approved
declaration 132785,approved
declaration 132790,approved
declaration 132796,approved
declaration 132801,approved
declaration 132806,rejected
declaration 132810,approved
declaration 132816,approved
declaration 132821,approved
declaration 132827,approved
declaration 132833,approved
declaration 132839,approved
declaration 132844,approved
declaration 132849,approved
declaration 132854,approved
declaration 132860,approved
declaration 132865,approved
declaration 132870,approved
declaration 132875,approved
declaration 132880,approved
declaration 132885,approved
declaration 132891,approved
declaration 132896,rejected
declaration 132902,approved
declaration 132907,approved
declaration 132912,approved
declaration 132917,approved
declaration 132922,approved
declaration 132927,approved
declaration 132932,approved
declaration 132937,approved
declaration 132946,approved
declaration 132952,approved
declaration 132957,approved
declaration 132962,approved
declaration 132967,approved
declaration 132973,approved
declaration 132978,approved
declaration 132983,approved
declaration 132988,approved
declaration 132993,approved
declaration 132999,approved
declaration 133004,approved
declaration 133009,approved
declaration 133014,approved
declaration 133023,approved
declaration 133028,approved
declaration 133033,approved
declaration 133039,approved
declaration 133051,approved
declaration 133056,approved
declaration 133061,approved
declaration 133066,approved
declaration 133072,approved
declaration 133080,approved
declaration 133086,approved
declaration 133091,approved
declaration 133096,approved
declaration 133101,approved
declaration 133106,approved
declaration 133112,approved
declaration 133118,approved
declaration 133123,approved
declaration 133128,approved
declaration 133134,rejected
declaration 133138,approved
declaration 133143,approved
declaration 133148,approved
declaration 133153,approved
declaration 133158,approved
declaration 133164,approved
declaration 133170,approved
declaration 133176,approved
declaration 133182,approved
declaration 133188,approved
declaration 133194,approved
declaration 133200,approved
declaration 133205,approved
declaration 133210,approved
declaration 133215,approved
declaration 133221,approved
declaration 133226,approved
declaration 133231,approved
declaration 133237,approved
declaration 133242,approved
declaration 133248,approved
declaration 133253,approved
declaration 133258,approved
declaration 133264,approved
declaration 133269,approved
declaration 133274,approved
declaration 133279,approved
declaration 133284,approved
declaration 133289,approved
declaration 133294,approved
declaration 133300,approved
declaration 133305,approved
declaration 133310,approved
declaration 133315,approved
declaration 133321,approved
declaration 133326,approved
declaration 133331,approved
declaration 133336,approved
declaration 133341,approved
declaration 133347,rejected
declaration 133351,approved
declaration 133356,approved
declaration 133361,approved
declaration 133366,approved
declaration 133372,approved
declaration 133383,approved
declaration 133392,approved
declaration 133397,approved
declaration 133406,approved
declaration 133411,approved
declaration 133417,approved
declaration 133422,approved
declaration 133427,approved
declaration 133433,approved
declaration 133439,approved
declaration 133444,approved
declaration 133450,approved
declaration 133455,approved
declaration 133460,approved
declaration 133465,approved
declaration 133470,approved
declaration 133475,approved
declaration 133480,approved
declaration 133485,approved
declaration 133490,approved
declaration 133495,rejected
declaration 133498,approved
declaration 133506,approved
declaration 133514,approved
declaration 133519,approved
declaration 133524,approved
declaration 133529,approved
declaration 133535,approved
declaration 133541,approved
declaration 133549,approved
declaration 133555,approved
declaration 133561,approved
declaration 133567,approved
declaration 133572,approved
declaration 133577,approved
declaration 133582,approved
declaration 133587,approved
declaration 133593,approved
declaration 133599,approved
declaration 133604,approved
declaration 133610,approved
declaration 133615,approved
declaration 133620,approved
declaration 133625,approved
declaration 133631,unknown
declaration 133633,approved
declaration 133642,approved
declaration 133647,approved
declaration 133653,approved
declaration 133661,approved
declaration 133666,approved
declaration 133671,rejected
declaration 133680,rejected
declaration 133689,rejected
declaration 133698,approved
declaration 133703,approved
declaration 133712,approved
declaration 133717,rejected
declaration 133724,approved
declaration 133730,approved
declaration 133735,approved
declaration 133740,approved
declaration 133745,approved
declaration 133750,approved
declaration 133756,approved
declaration 133762,approved
declaration 133771,approved
declaration 133776,approved
declaration 133781,approved
declaration 133787,approved
declaration 133792,approved
declaration 133797,approved
declaration 133803,approved
declaration 133809,approved
declaration 133814,approved
declaration 133819,approved
declaration 133824,approved
declaration 133830,approved
declaration 133836,approved
declaration 133841,rejected
declaration 133845,approved
declaration 133851,approved
declaration 133856,approved
declaration 133861,approved
declaration 133866,approved
declaration 133877,approved
declaration 133882,approved
declaration 133893,approved
declaration 133899,approved
declaration 133904,approved
declaration 133910,approved
declaration 133915,approved
declaration 133920,approved
declaration 133926,approved
declaration 133931,approved
declaration 133936,approved
declaration 133941,approved
declaration 133949,approved
declaration 133954,approved
declaration 133959,approved
declaration 133964,approved
declaration 133970,approved
declaration 133975,unknown
declaration 133977,approved
declaration 133982,approved
declaration 133987,approved
declaration 133995,approved
declaration 134001,approved
declaration 134007,approved
declaration 134012,rejected
declaration 134016,approved
declaration 134021,approved
declaration 134026,approved
declaration 134031,approved
declaration 134036,approved
declaration 134041,approved
declaration 134046,approved
declaration 134051,approved
declaration 134056,approved
declaration 134061,approved
declaration 134066,approved
declaration 134071,approved
declaration 134076,approved
declaration 134081,approved
declaration 134086,approved
declaration 134092,approved
declaration 134098,approved
declaration 134106,approved
declaration 134112,rejected
declaration 134119,approved
declaration 134125,approved
declaration 134130,rejected
declaration 134135,approved
declaration 134141,approved
declaration 134146,approved
declaration 134151,approved
declaration 134157,approved
declaration 134162,approved
declaration 134167,approved
declaration 134172,approved
declaration 134177,approved
declaration 134182,rejected
declaration 134186,approved
declaration 134191,approved
declaration 134196,approved
declaration 134201,approved
declaration 134211,approved
declaration 134219,approved
declaration 134224,approved
declaration 134230,approved
declaration 134236,approved
declaration 134241,approved
declaration 134246,approved
declaration 134251,approved
declaration 134256,approved
declaration 134261,approved
declaration 134266,approved
declaration 134274,approved
declaration 134279,approved
declaration 134287,approved
declaration 134293,approved
declaration 134298,rejected
declaration 134302,rejected
declaration 134306,approved
declaration 134311,approved
declaration 134316,approved
declaration 134321,approved
declaration 134326,rejected
declaration 134330,approved
declaration 134335,approved
declaration 134341,approved
declaration 134347,approved
declaration 134352,approved
declaration 134357,approved
declaration 134365,approved
declaration 134370,approved
declaration 134378,approved
declaration 134383,approved
declaration 134388,approved
declaration 134394,approved
declaration 134405,approved
declaration 134411,rejected
declaration 134415,approved
declaration 134421,approved
declaration 134427,approved
declaration 134432,approved
declaration 134438,approved
declaration 134444,approved
declaration 134449,approved
declaration 134458,approved
declaration 134464,approved
declaration 134470,approved
declaration 134476,approved
declaration 134482,approved
declaration 134487,approved
declaration 134492,approved
declaration 134498,approved
declaration 134503,approved
declaration 134511,approved
declaration 134516,approved
declaration 134521,approved
declaration 134527,approved
declaration 134532,approved
declaration 134538,approved
declaration 134544,approved
declaration 134549,approved
declaration 134555,approved
declaration 134560,approved
declaration 134565,approved
declaration 134570,approved
declaration 134575,approved
declaration 134581,approved
declaration 134586,approved
declaration 134592,approved
declaration 134597,approved
declaration 134605,approved
declaration 134611,approved
declaration 134616,approved
declaration 134622,approved
declaration 134628,approved
declaration 134633,approved
declaration 134642,approved
declaration 134648,approved
declaration 134654,approved
declaration 134660,approved
declaration 134666,approved
declaration 134671,approved
declaration 134679,approved
declaration 134688,approved
declaration 134693,approved
declaration 134699,approved
declaration 134704,approved
declaration 134709,approved
declaration 134717,approved
declaration 134722,approved
declaration 134727,approved
declaration 134735,approved
declaration 134741,approved
declaration 134749,approved
declaration 134754,approved
declaration 134764,approved
declaration 134770,approved
declaration 134776,approved
declaration 134781,approved
declaration 134787,approved
declaration 134792,approved
declaration 134797,approved
declaration 134802,approved
declaration 134807,approved
declaration 134812,approved
declaration 134820,approved
declaration 134826,approved
declaration 134831,rejected
declaration 134835,approved
declaration 134848,unknown
declaration 134850,approved
declaration 134855,approved
declaration 134860,approved
declaration 134866,approved
declaration 134872,approved
declaration 134877,approved
declaration 134882,approved
declaration 134888,approved
declaration 134893,approved
declaration 134899,approved
declaration 134905,approved
declaration 134910,approved
declaration 134915,approved
declaration 134920,approved
declaration 134925,approved
declaration 134931,approved
declaration 134939,approved
declaration 134945,approved
declaration 134951,approved
declaration 134956,approved
declaration 134961,approved
declaration 134967,approved
declaration 134972,approved
declaration 134981,approved
declaration 134987,rejected
declaration 134991,approved
declaration 134997,approved
declaration 135003,approved
declaration 135008,approved
declaration 135013,approved
declaration 135019,approved
declaration 135024,approved
declaration 135032,approved
declaration 135037,approved
declaration 135042,approved
declaration 135047,approved
declaration 135052,approved
declaration 135057,approved
declaration 135063,approved
declaration 135069,approved
declaration 135074,approved
declaration 135079,approved
declaration 135084,approved
declaration 135089,approved
declaration 135095,approved
declaration 135100,approved
declaration 135105,approved
declaration 135111,approved
declaration 135116,approved
declaration 135121,approved
declaration 135130,approved
declaration 135135,approved
declaration 135141,approved
declaration 135146,approved
declaration 135152,approved
declaration 135157,approved
declaration 135162,approved
declaration 135167,approved
declaration 135173,approved
declaration 135178,approved
declaration 135183,unknown
declaration 135185,approved
declaration 135190,approved
declaration 135196,approved
declaration 135201,approved
declaration 135206,approved
declaration 135212,rejected
declaration 135216,approved
declaration 135221,approved
declaration 135226,rejected
declaration 135230,approved
declaration 135235,approved
declaration 135240,approved
declaration 135245,approved
declaration 135250,approved
declaration 135255,approved
declaration 135260,unknown
declaration 135262,approved
declaration 135267,approved
declaration 135272,approved
declaration 135277,approved
declaration 135282,approved
declaration 135287,approved
declaration 135299,approved
declaration 135304,approved
declaration 135309,approved
declaration 135314,approved
declaration 135319,approved
declaration 135324,approved
declaration 135329,approved
declaration 135334,approved
declaration 135339,approved
declaration 135344,approved
declaration 135349,approved
declaration 135354,approved
declaration 135359,approved
declaration 135364,approved
declaration 135369,approved
declaration 135375,approved
declaration 135380,approved
declaration 135385,approved
declaration 135390,approved
declaration 135396,approved
declaration 135401,rejected
declaration 135406,approved
declaration 135412,approved
declaration 135417,approved
declaration 135422,approved
declaration 135427,approved
declaration 135433,approved
declaration 135438,approved
declaration 135443,approved
declaration 135448,approved
declaration 135453,approved
declaration 135458,approved
declaration 135464,approved
declaration 135470,approved
declaration 135476,approved
declaration 135482,approved
declaration 135487,approved
declaration 135492,approved
declaration 135497,approved
declaration 135503,approved
declaration 135509,approved
declaration 135515,approved
declaration 135520,approved
declaration 135526,approved
declaration 135534,rejected
declaration 135538,approved
declaration 135544,approved
declaration 135549,approved
declaration 135554,approved
declaration 135559,approved
declaration 135564,approved
declaration 135569,approved
declaration 135574,approved
declaration 135579,approved
declaration 135584,approved
declaration 135589,approved
declaration 135594,approved
declaration 135599,approved
declaration 135604,approved
declaration 135609,approved
declaration 135615,approved
declaration 135620,approved
declaration 135625,approved
declaration 135630,approved
declaration 135635,approved
declaration 135640,approved
declaration 135646,approved
declaration 135651,approved
declaration 135656,approved
declaration 135662,approved
declaration 135667,approved
declaration 135673,approved
declaration 135679,approved
declaration 135688,approved
declaration 135693,approved
declaration 135698,approved
declaration 135703,unknown
declaration 135705,approved
declaration 135710,approved
declaration 135715,unknown
declaration 135717,approved
declaration 135722,approved
declaration 135730,approved
declaration 135735,approved
declaration 135741,approved
declaration 135747,approved
declaration 135753,rejected
declaration 135757,approved
declaration 135763,approved
declaration 135768,approved
declaration 135773,approved
declaration 135782,approved
declaration 135787,approved
declaration 135792,approved
declaration 135798,approved
declaration 135803,approved
declaration 135808,approved
declaration 135813,approved
declaration 135818,approved
declaration 135823,approved
declaration 135828,approved
declaration 135833,approved
declaration 135839,approved
declaration 135844,approved
declaration 135850,approved
declaration 135855,approved
declaration 135863,approved
declaration 135869,approved
declaration 135875,approved
declaration 135880,approved
declaration 135886,approved
declaration 135892,approved
declaration 135897,approved
declaration 135902,approved
declaration 135907,approved
declaration 135912,approved
declaration 135917,approved
declaration 135922,approved
declaration 135927,approved
declaration 135932,approved
declaration 135937,approved
declaration 135942,approved
declaration 135947,approved
declaration 135952,approved
declaration 135958,approved
declaration 135964,approved
declaration 135969,approved
declaration 135975,approved
declaration 135980,approved
declaration 135985,approved
declaration 135996,approved
declaration 136001,approved
declaration 136006,approved
declaration 136011,approved
declaration 136017,approved
declaration 136023,rejected
declaration 136027,approved
declaration 136032,approved
declaration 136037,approved
declaration 136042,approved
declaration 136047,unknown
declaration 136049,approved
declaration 136054,approved
declaration 136059,approved
declaration 136064,approved
declaration 136069,approved
declaration 136074,approved
declaration 136079,approved
declaration 136085,approved
declaration 136090,approved
declaration 136095,approved
declaration 136100,approved
declaration 136106,approved
declaration 136111,approved
declaration 136117,approved
declaration 136126,approved
declaration 136132,approved
declaration 136137,approved
declaration 136145,approved
declaration 136150,approved
declaration 136156,approved
declaration 136162,approved
declaration 136170,approved
declaration 136175,approved
declaration 136180,approved
declaration 136186,approved
declaration 136192,approved
declaration 136198,approved
declaration 136203,approved
declaration 136208,approved
declaration 136213,approved
declaration 136218,approved
declaration 136223,approved
declaration 136228,approved
declaration 136233,approved
declaration 136238,approved
declaration 136244,approved
declaration 136249,approved
declaration 136254,approved
declaration 136259,approved
declaration 136264,approved
declaration 136269,approved
declaration 136275,approved
declaration 136280,approved
declaration 136286,approved
declaration 136291,approved
declaration 136297,approved
declaration 136302,approved
declaration 136311,approved
declaration 136316,approved
declaration 136321,approved
declaration 136326,approved
declaration 136332,approved
declaration 136337,approved
declaration 136342,approved
declaration 136348,approved
declaration 136354,approved
declaration 136360,approved
declaration 136366,approved
declaration 136372,approved
declaration 136377,rejected
declaration 136381,approved
declaration 136386,approved
declaration 136392,approved
declaration 136397,approved
declaration 136403,approved
declaration 136409,approved
declaration 136415,approved
declaration 136420,approved
declaration 136425,approved
declaration 136430,approved
declaration 136436,approved
declaration 136445,approved
declaration 136451,approved
declaration 136456,approved
declaration 136461,approved
declaration 136466,approved
declaration 136471,approved
declaration 136476,approved
declaration 136485,approved
declaration 136490,approved
declaration 136496,approved
declaration 136501,approved
declaration 136506,approved
declaration 136511,approved
declaration 136517,approved
declaration 136522,approved
declaration 136527,approved
declaration 136532,rejected
declaration 136536,approved
declaration 136542,approved
declaration 136547,approved
declaration 136553,approved
declaration 136558,approved
declaration 136563,approved
declaration 136568,approved
declaration 136573,approved
declaration 136578,approved
declaration 136587,approved
declaration 136592,approved
declaration 136598,approved
declaration 136604,approved
declaration 136609,approved
declaration 136615,approved
declaration 136620,approved
declaration 136625,approved
declaration 136630,approved
declaration 136635,approved
declaration 136640,approved
declaration 136645,approved
declaration 136651,approved
declaration 136657,approved
declaration 136663,approved
declaration 136668,rejected
declaration 136672,approved
declaration 136678,approved
declaration 136684,approved
declaration 136689,approved
declaration 136694,approved
declaration 136700,approved
declaration 136705,approved
declaration 136711,approved
declaration 136717,approved
declaration 136722,approved
declaration 136727,approved
declaration 136732,rejected
declaration 136736,approved
declaration 136742,approved
declaration 136747,approved
declaration 136752,approved
declaration 136757,rejected
declaration 136761,approved
declaration 136766,approved
declaration 136772,approved
declaration 136777,approved
declaration 136783,approved
declaration 136789,approved
declaration 136795,approved
declaration 136800,approved
declaration 136805,approved
declaration 136811,approved
declaration 136817,approved
declaration 136823,approved
declaration 136828,approved
declaration 136834,approved
declaration 136840,approved
declaration 136846,approved
declaration 136851,approved
declaration 136856,approved
declaration 136861,approved
declaration 136866,approved
declaration 136871,approved
declaration 136877,approved
declaration 136882,approved
declaration 136887,approved
declaration 136892,approved
declaration 136897,approved
declaration 136903,approved
declaration 136909,approved
declaration 136914,approved
declaration 136920,approved
declaration 136925,approved
declaration 136930,approved
declaration 136939,approved
declaration 136944,approved
declaration 136949,approved
declaration 136957,approved
declaration 136965,approved
declaration 136970,approved
declaration 136975,approved
declaration 136981,approved
declaration 136986,approved
declaration 136991,approved
declaration 136996,approved
declaration 137002,approved
declaration 137011,approved
declaration 137016,rejected
declaration 137020,approved
declaration 137025,approved
declaration 137033,approved
declaration 137039,approved
declaration 137044,approved
declaration 137049,approved
declaration 137054,approved
declaration 137059,approved
declaration 137064,approved
declaration 137073,approved
declaration 137078,approved
declaration 137083,approved
declaration 137089,approved
declaration 137094,approved
declaration 137099,approved
declaration 137105,approved
declaration 137111,approved
declaration 137117,approved
declaration 137123,approved
declaration 137129,approved
declaration 137134,approved
declaration 137142,approved
declaration 137147,approved
declaration 137153,approved
declaration 137158,approved
declaration 137166,approved
declaration 137171,approved
declaration 137177,approved
declaration 137182,approved
declaration 137188,approved
declaration 137193,approved
declaration 137199,approved
declaration 137205,approved
declaration 137213,approved
declaration 137218,approved
declaration 137223,approved
declaration 137229,rejected
declaration 137234,rejected
declaration 137239,approved
declaration 137244,approved
declaration 137249,approved
declaration 137254,approved
declaration 137259,approved
declaration 137264,approved
declaration 137269,approved
declaration 137274,approved
declaration 137279,approved
declaration 137284,rejected
declaration 137288,approved
declaration 137293,approved
declaration 137301,approved
declaration 137310,approved
declaration 137315,approved
declaration 137320,approved
declaration 137325,approved
declaration 137331,approved
declaration 137336,approved
declaration 137353,approved
declaration 137358,approved
declaration 137364,approved
declaration 137370,approved
declaration 137375,approved
declaration 137381,approved
declaration 137390,approved
declaration 137399,approved
declaration 137404,approved
declaration 137409,approved
declaration 137415,approved
declaration 137420,approved
declaration 137425,approved
declaration 137431,approved
declaration 137437,approved
declaration 137443,approved
declaration 137449,approved
declaration 137455,approved
declaration 137460,approved
declaration 137465,approved
declaration 137470,approved
declaration 137475,approved
declaration 137483,approved
declaration 137488,approved
declaration 137496,approved
declaration 137502,approved
declaration 137507,approved
declaration 137512,approved
declaration 137517,approved
declaration 137522,approved
declaration 137530,approved
declaration 137535,rejected
declaration 137539,approved
declaration 137544,approved
declaration 137549,approved
declaration 137555,approved
declaration 137560,approved
declaration 137566,approved
declaration 137572,approved
declaration 137577,approved
declaration 137582,approved
declaration 137587,approved
declaration 137592,approved
declaration 137597,approved
declaration 137602,approved
declaration 137607,approved
declaration 137612,approved
declaration 137617,approved
declaration 137623,approved
declaration 137628,approved
declaration 137634,approved
declaration 137639,approved
declaration 137644,approved
declaration 137649,approved
declaration 137657,approved
declaration 137662,approved
declaration 137667,approved
declaration 137672,approved
declaration 137677,approved
declaration 137683,approved
declaration 137688,approved
declaration 137693,approved
declaration 137698,approved
declaration 137703,approved
declaration 137713,approved
declaration 137719,approved
declaration 137725,approved
declaration 137730,approved
declaration 137735,approved
declaration 137740,approved
declaration 137745,approved
declaration 137751,approved
declaration 137757,approved
declaration 137766,approved
declaration 137772,approved
declaration 137778,approved
declaration 137788,approved
declaration 137798,approved
declaration 137808,approved
declaration 137818,approved
declaration 137828,approved
declaration 137837,approved
declaration 137843,approved
declaration 137849,approved
declaration 137854,rejected
declaration 137858,approved
declaration 137864,approved
declaration 137869,approved
declaration 137878,approved
declaration 137884,approved
declaration 137889,approved
declaration 137894,rejected
declaration 137897,approved
declaration 137903,approved
declaration 137909,approved
declaration 137914,approved
declaration 137919,approved
declaration 137924,approved
declaration 137930,approved
declaration 137935,approved
declaration 137940,approved
declaration 137945,approved
declaration 137950,approved
declaration 137955,approved
declaration 137960,approved
declaration 137965,approved
declaration 137970,approved
declaration 137975,approved
declaration 137981,approved
declaration 137986,approved
declaration 137991,approved
declaration 137996,approved
declaration 138001,approved
declaration 138006,approved
declaration 138011,approved
declaration 138016,approved
declaration 138021,approved
declaration 138029,approved
declaration 138041,approved
declaration 138046,approved
declaration 138051,approved
declaration 138057,approved
declaration 138062,approved
declaration 138068,approved
declaration 138073,approved
declaration 138078,approved
declaration 138084,approved
declaration 138089,approved
declaration 138102,approved
declaration 138107,approved
declaration 138113,approved
declaration 138121,approved
declaration 138126,approved
declaration 138132,approved
declaration 138137,approved
declaration 138142,approved
declaration 138147,approved
declaration 138153,approved
declaration 138158,approved
declaration 138163,rejected
declaration 138167,approved
declaration 138172,approved
declaration 138177,approved
declaration 138182,approved
declaration 138187,approved
declaration 138192,approved
declaration 138197,approved
declaration 138202,approved
declaration 138207,approved
declaration 138213,approved
declaration 138218,approved
declaration 138223,approved
declaration 138229,approved
declaration 138235,approved
declaration 138241,approved
declaration 138247,approved
declaration 138253,approved
declaration 138259,approved
declaration 138265,approved
declaration 138271,approved
declaration 138277,approved
declaration 138282,approved
declaration 138288,approved
declaration 138294,approved
declaration 138299,approved
declaration 138305,approved
declaration 138310,approved
declaration 138315,approved
declaration 138320,approved
declaration 138325,approved
declaration 138331,approved
declaration 138337,approved
declaration 138343,approved
declaration 138349,approved
declaration 138354,approved
declaration 138359,approved
declaration 138364,approved
declaration 138369,approved
declaration 138374,approved
declaration 138382,approved
declaration 138387,approved
declaration 138393,approved
declaration 138399,approved
declaration 138404,approved
declaration 138409,approved
declaration 138414,approved
declaration 138419,approved
declaration 138424,approved
declaration 138429,approved
declaration 138434,approved
declaration 138442,approved
declaration 138447,approved
declaration 138453,approved
declaration 138459,approved
declaration 138465,approved
declaration 138475,approved
declaration 138480,approved
declaration 138485,approved
declaration 138490,approved
declaration 138495,approved
declaration 138503,approved
declaration 138508,approved
declaration 138514,approved
declaration 138519,approved
declaration 138524,approved
declaration 138530,approved
declaration 138536,approved
declaration 138542,approved
declaration 138548,approved
declaration 138554,approved
declaration 138560,approved
declaration 138565,approved
declaration 138570,approved
declaration 138579,approved
declaration 138585,rejected
declaration 138591,approved
declaration 138597,approved
declaration 138603,approved
declaration 138608,approved
declaration 138613,approved
